fold,date,n_trades,equity_start_of_day,intraday_peak,intraday_trough,intraday_running_peak_to_trough_dd_pct,day_start_to_low_dd_pct,day_dd_pct,net_day_pnl_dollars,trade_ids_in_day
6,2024-08-22,1,10761.49579,11058.75188,10761.49579,0,0,0,297.2560875,1611
6,2024-09-03,1,11058.75188,11330.74674,11058.75188,0,0,0,271.9948641,1612
6,2024-09-04,3,11330.74674,11971.10627,11330.74674,0,0,0,640.3595238,"1631,1632,1634"
6,2024-08-08,2,10028.81327,10161.34897,10028.81327,0,0,0,132.5356955,"1622,1614"
6,2024-08-14,1,10161.34897,10241.10302,10161.34897,0,0,0,79.75405287,1626
6,2024-07-29,1,10000,10292.52027,10000,0,0,0,292.5202664,1596
6,2024-10-09,1,12385.24574,12684.15103,12385.24574,0,0,0,298.9052854,1655
6,2024-09-20,1,12257.34053,12385.24574,12257.34053,0,0,0,127.9052141,1642
6,2024-09-05,1,11971.10627,12257.34053,11971.10627,0,0,0,286.2342594,1633
6,2024-11-26,2,12171.67667,12631.03426,12171.67667,0,0,0,459.3575922,"1707,1725"
6,2024-12-09,1,13161.86851,13727.3865,13161.86851,0,0,0,565.5179924,1742
6,2025-01-15,2,13727.3865,14059.94931,13727.3865,0,0,0,332.5628126,"1780,1794"
6,2025-01-21,1,14059.94931,14255.36469,14059.94931,0,0,0,195.4153791,1798
6,2024-12-02,3,12631.03426,13161.86851,12631.03426,0,0,0,530.8342456,"1722,1731,1726"
6,2025-01-27,1,14255.36469,14600.2309,14255.36469,0,0,0,344.8662062,1800
6,2025-02-07,1,14600.2309,14739.85952,14600.2309,0,0,0,139.6286257,1810
6,2025-02-17,1,15981.94352,16278.89104,15981.94352,0,0,0,296.9475178,1819
6,2025-02-13,3,14739.85952,15981.94352,14739.85952,0,0,0,1242.083999,"1820,1821,1818"
6,2025-02-18,1,16278.89104,16630.00161,16278.89104,0,0,0,351.1105731,1826
6,2025-02-26,1,16630.00161,17140.03164,16630.00161,0,0,0,510.0300271,1829
6,2025-03-06,1,17140.03164,19241.22405,17140.03164,0,0,0,2101.192415,1836
6,2025-03-19,2,19241.22405,20366.29874,19241.22405,0,0,0,1125.074687,"1850,1852"
7,2025-09-02,2,12247.83035,12428.20689,12171.35173,2.066711384,0.6244259182,2.066711384,-76.47862714,"2025,2026"
7,2025-09-08,2,12325.43056,12325.43056,12072.27136,2.053958246,2.053958246,2.053958246,-7.585385752,"2022,2033"
7,2025-11-20,1,19779.23384,19779.23384,19373.2078,2.052789546,2.052789546,2.052789546,-406.0260446,2120
7,2025-06-25,1,10954.26704,10954.26704,10730.09034,2.046478342,2.046478342,2.046478342,-224.1767025,1945
7,2025-08-14,1,11573.9411,11573.9411,11338.49238,2.034300252,2.034300252,2.034300252,-235.4487129,1995
7,2025-05-01,1,10340.40303,10340.40303,10130.26297,2.032223024,2.032223024,2.032223024,-210.1400511,1896
7,2025-10-17,4,15363.62273,16001.54509,15053.26183,2.020102282,2.020102282,2.020102282,637.9223663,"2073,2070,2071,2072"
7,2025-05-30,1,10784.73584,10954.26704,10784.73584,0,0,0,169.5312071,1913
7,2025-05-12,1,10724.14971,10784.73584,10724.14971,0,0,0,60.58612356,1903
7,2025-05-09,1,10413.94079,10724.14971,10413.94079,0,0,0,310.208923,1875
7,2025-05-02,1,10130.26297,10413.94079,10130.26297,0,0,0,283.6778141,1883
7,2025-04-30,1,10115.25249,10340.40303,10115.25249,0,0,0,225.1505393,1887
7,2025-04-29,1,10000,10115.25249,10000,0,0,0,115.2524865,1884
7,2025-07-16,1,11194.15669,11228.68604,11194.15669,0,0,0,34.52934879,1972
7,2025-08-05,2,11228.68604,11473.13618,11228.68604,0,0,0,244.4501391,"1992,1991"
7,2025-08-18,1,11338.49238,11839.9515,11338.49238,0,0,0,501.4591163,1996
7,2025-08-11,1,11473.13618,11573.9411,11473.13618,0,0,0,100.8049192,2000
7,2025-08-27,1,11972.7164,12144.37835,11972.7164,0,0,0,171.6619542,2013
7,2025-08-22,1,11839.9515,11972.7164,11839.9515,0,0,0,132.7648974,2011
7,2025-09-01,1,12144.37835,12247.83035,12144.37835,0,0,0,103.452,2018
7,2025-09-04,1,12171.35173,12325.43056,12171.35173,0,0,0,154.0788329,2023
7,2025-07-07,1,11002.86543,11194.15669,11002.86543,0,0,0,191.291264,1964
7,2025-07-04,1,10730.09034,11002.86543,10730.09034,0,0,0,272.7750862,1958
7,2025-09-22,1,12583.66534,12701.01507,12583.66534,0,0,0,117.3497255,2042
