fold,oos_start,oos_end,n_trades,fold_roi_pct,annualised_roi_pct,max_dd_pct,worst_day_dd_pct,ending_equity,final_r_sign_positive
1,2020-10-01,2021-07-01,0,0,0,0,0,10000,0
2,2021-07-01,2022-04-01,50,157.466432,252.778875,4.008561439,2.064854612,25746.6432,1
3,2022-04-01,2023-01-01,24,31.35300021,43.65139587,2.0153322,2.0153322,13135.30002,1
4,2023-01-01,2023-10-01,32,57.79368561,84.08843146,3.212248718,2.023718034,15779.36856,1
5,2023-10-01,2024-07-01,39,59.32054842,86.05194109,5.002123475,2.091657786,15932.05484,1
6,2024-07-01,2025-04-01,44,99.50018358,151.0921734,4.040273232,3.992240396,19950.01836,1
7,2025-04-01,2026-01-01,47,115.0487272,176.4836366,2.863933101,2.066711384,21504.87272,1
