bin,n_rows,status,n_folds_trained,min_train_n,min_val_n,mean_auc,worst_auc,fold_stdev,mean_base_rate_val,gate_pass
d1_down,443268,trained,7,55412,55408,0.5292231962440457,0.49539798950629155,0.021818282488251534,0.11266810362608802,False
d1_flat,72782,trained,7,9103,9097,0.5233483872731904,0.49399495052809517,0.027438332433739686,0.1300585750404372,False
d1_up,517024,trained,7,64628,64628,0.5281986376625991,0.4685518856960111,0.03681694034900006,0.13416785294299685,False
