risk_pct,governance,segment,fold,calendar_year,n_trades,roi_pct,raw_return_pct,trailing_dd_pct,from_initial_dd_pct,daily_dd_pct,kills,fires,roi_basis
0.4,off,search,F1,2010,201,25.07207828013982,22.60067318483392,8.133038970395313,3.00449746916448,4.112354813425412,0,0,annualised_1y
0.4,off,search,F2,2011,182,28.09450793356745,27.552946146516422,7.876740534988082,2.5327803780904157,3.545417174127862,0,0,annualised_1y
0.4,off,search,F3,2012,179,31.80703184183158,31.549826896093936,4.058315535852883,0.16637168612165798,1.6927059688764248,0,0,annualised_1y
0.4,off,search,F4,2013,195,46.87570327766781,45.938327344912544,7.453678748329275,0.6060681862351758,2.1396871326720643,0,0,annualised_1y
0.4,off,search,F5,2014,192,32.30022184774823,31.567210184576133,6.12238641864062,5.49105330490206,2.504334643109494,0,0,annualised_1y
0.4,off,search,F6,2015,190,22.257945738632557,21.994766524556475,5.711739343109431,4.728481332481149,3.079134259968739,0,0,annualised_1y
0.4,off,search,F7,2016,171,31.95880568066345,31.566973809148458,5.603548967400383,2.35078986005961,2.466650319015831,0,0,annualised_1y
0.4,off,search,F8,2017,190,50.827808751869405,50.08012858890363,7.190452939899776,2.401143743206058,2.1739332140346965,0,0,annualised_1y
0.4,off,search,F9,2018,176,14.420378969004034,14.35358221250469,5.322438889481798,0.8440376852857812,2.2039442923654535,0,0,annualised_1y
0.4,off,search,F10,2019,195,34.757946939381235,34.035325600647106,8.206896256718418,1.2581765457485683,2.4142064494578706,0,0,annualised_1y
0.4,off,search,F11,2020,188,38.919641312179486,37.97474157642691,6.2065013322802915,4.051935850176891,3.280741720854629,0,0,annualised_1y
0.4,off,holdout,2021,2021,212,38.792571011520934,38.11947730130607,5.950344266262587,1.0433969355650885,2.5044807492214227,0,0,annualised_1y
0.4,off,holdout,2022,2022,179,24.113619438072,23.655672340488575,7.053247226978369,1.6565063765966892,2.250045493855109,0,0,annualised_1y
0.4,off,holdout,2023,2023,189,27.256504952735018,26.83032846194555,6.711685074853303,0.8990790861893805,2.0214216416535753,0,0,annualised_1y
0.4,off,holdout,2024,2024,191,42.85532834273258,42.58821007182198,5.572255847587638,2.6183155830014404,2.4609939590691083,0,0,annualised_1y
0.4,off,holdout,2025,2025,251,52.549644579002816,50.7523660239531,5.827512491548532,3.541649560516491,3.217581550427412,0,0,annualised_1y
0.4,off,holdout,2026p,2026,71,2.720241245397559,2.720241245397559,4.739682457973104,0.6119928682005948,1.9927720282365713,0,0,raw_partial_4mo
0.4,on,search,F1,2010,201,25.07207828013982,22.60067318483392,8.133038970395313,3.00449746916448,4.112354813425412,0,1,annualised_1y
0.4,on,search,F2,2011,182,28.09450793356745,27.552946146516422,7.876740534988082,2.5327803780904157,3.545417174127862,0,1,annualised_1y
0.4,on,search,F3,2012,179,31.80703184183158,31.549826896093936,4.058315535852883,0.16637168612165798,1.6927059688764248,0,0,annualised_1y
0.4,on,search,F4,2013,195,46.87570327766781,45.938327344912544,7.453678748329275,0.6060681862351758,2.1396871326720643,0,0,annualised_1y
0.4,on,search,F5,2014,192,32.30022184774823,31.567210184576133,6.12238641864062,5.49105330490206,2.504334643109494,0,0,annualised_1y
0.4,on,search,F6,2015,190,22.257945738632557,21.994766524556475,5.711739343109431,4.728481332481149,3.079134259968739,0,0,annualised_1y
0.4,on,search,F7,2016,171,31.95880568066345,31.566973809148458,5.603548967400383,2.35078986005961,2.466650319015831,0,0,annualised_1y
0.4,on,search,F8,2017,190,50.827808751869405,50.08012858890363,7.190452939899776,2.401143743206058,2.1739332140346965,0,0,annualised_1y
0.4,on,search,F9,2018,176,14.420378969004034,14.35358221250469,5.322438889481798,0.8440376852857812,2.2039442923654535,0,0,annualised_1y
0.4,on,search,F10,2019,195,34.757946939381235,34.035325600647106,8.206896256718418,1.2581765457485683,2.4142064494578706,0,0,annualised_1y
0.4,on,search,F11,2020,188,38.919641312179486,37.97474157642691,6.2065013322802915,4.051935850176891,3.280741720854629,0,0,annualised_1y
0.4,on,holdout,2021,2021,212,38.792571011520934,38.11947730130607,5.950344266262587,1.0433969355650885,2.5044807492214227,0,0,annualised_1y
0.4,on,holdout,2022,2022,179,24.113619438072,23.655672340488575,7.053247226978369,1.6565063765966892,2.250045493855109,0,0,annualised_1y
0.4,on,holdout,2023,2023,189,27.256504952735018,26.83032846194555,6.711685074853303,0.8990790861893805,2.0214216416535753,0,0,annualised_1y
0.4,on,holdout,2024,2024,191,42.85532834273258,42.58821007182198,5.572255847587638,2.6183155830014404,2.4609939590691083,0,0,annualised_1y
0.4,on,holdout,2025,2025,251,52.549644579002816,50.7523660239531,5.827512491548532,3.541649560516491,3.217581550427412,0,0,annualised_1y
0.4,on,holdout,2026p,2026,71,2.720241245397559,2.720241245397559,4.739682457973104,0.6119928682005948,1.9927720282365713,0,0,raw_partial_4mo
0.5,off,search,F1,2010,201,32.0108163676075,28.780511655572163,10.118317803525212,3.744523183246873,5.155195401452777,0,0,annualised_1y
0.5,off,search,F2,2011,182,35.86448970093097,35.15381537927536,9.81398529619714,3.251353384403477,4.432918722431857,0,0,annualised_1y
0.5,off,search,F3,2012,179,40.88170643061206,40.54059483452039,5.064773777421174,0.20796460765206692,2.11587901325985,0,0,annualised_1y
0.5,off,search,F4,2013,195,60.93094654817064,59.66066367439229,9.216051942941283,0.7576633800905341,2.5896633917198573,0,0,annualised_1y
0.5,off,search,F5,2014,192,41.533145095360126,40.56063512096362,7.622382504063677,6.845644368241199,3.133714585320128,0,0,annualised_1y
0.5,off,search,F6,2015,190,28.304086427323472,27.96164043074423,7.110766835070905,5.897397708525931,3.8473262174248735,0,0,annualised_1y
0.5,off,search,F7,2016,171,41.11881506609589,40.59856392351393,6.970792147439409,2.961092477273908,3.0907676868200213,0,0,annualised_1y
0.5,off,search,F8,2017,190,66.4744939995223,65.4516598686398,8.948104427525818,3.0818788580887713,2.687594137971596,0,0,annualised_1y
0.5,off,search,F9,2018,176,18.23308992877881,18.1472781761872,6.623779984997469,1.0684660007838076,2.7454920574607775,0,0,annualised_1y
0.5,off,search,F10,2019,195,44.74203590036081,43.7805329030901,10.15959695343688,1.57403060342175,3.0114472663779663,0,0,annualised_1y
0.5,off,search,F11,2020,188,50.32920883026107,49.06222211758497,7.713272714211754,5.060901950921992,4.087460478857865,0,0,annualised_1y
0.5,off,holdout,2021,2021,212,50.204013070519714,49.30052829238125,7.398775805614526,1.3039458018617278,3.1290052929481926,0,0,annualised_1y
0.5,off,holdout,2022,2022,179,30.708208142725148,30.110617128205973,8.714574266398994,2.0713133959165297,2.814377479257643,0,0,annualised_1y
0.5,off,holdout,2023,2023,189,34.84705473684271,34.287135084220296,8.3274596530675,1.1234876229978097,2.5292107009256384,0,0,annualised_1y
0.5,off,holdout,2024,2024,191,55.695986101676255,55.33468161571107,6.9224356012591635,3.2658462112728492,3.077624310810815,0,0,annualised_1y
0.5,off,holdout,2025,2025,251,68.99468406028006,66.52454244701167,7.230499265665004,4.41895496721868,3.9953117107446414,0,0,annualised_1y
0.5,off,holdout,2026p,2026,71,3.380298813385574,3.380298813385574,5.892609032997738,0.7653952234078276,2.488723964141569,0,0,raw_partial_4mo
0.5,on,search,F1,2010,201,23.969964409233334,21.61632389902408,10.888812154025292,3.744523183246873,5.155195401452777,0,2,annualised_1y
0.5,on,search,F2,2011,182,35.86448970093097,35.15381537927536,9.81398529619714,3.251353384403477,4.432918722431857,0,1,annualised_1y
0.5,on,search,F3,2012,179,40.88170643061206,40.54059483452039,5.064773777421174,0.20796460765206692,2.11587901325985,0,0,annualised_1y
0.5,on,search,F4,2013,195,60.93094654817064,59.66066367439229,9.216051942941283,0.7576633800905341,2.5896633917198573,0,0,annualised_1y
0.5,on,search,F5,2014,192,41.533145095360126,40.56063512096362,7.622382504063677,6.845644368241199,3.133714585320128,0,0,annualised_1y
0.5,on,search,F6,2015,190,26.791279169994798,26.46895506017879,7.110766835070905,5.897397708525931,3.8473262174248735,0,1,annualised_1y
0.5,on,search,F7,2016,171,41.11881506609589,40.59856392351393,6.970792147439409,2.961092477273908,3.0907676868200213,0,0,annualised_1y
0.5,on,search,F8,2017,190,66.4744939995223,65.4516598686398,8.948104427525818,3.0818788580887713,2.687594137971596,0,0,annualised_1y
0.5,on,search,F9,2018,176,18.23308992877881,18.1472781761872,6.623779984997469,1.0684660007838076,2.7454920574607775,0,0,annualised_1y
0.5,on,search,F10,2019,195,44.74203590036081,43.7805329030901,10.15959695343688,1.57403060342175,3.0114472663779663,0,0,annualised_1y
0.5,on,search,F11,2020,188,49.91167925931257,48.65679552193534,7.713272714211754,5.060901950921992,4.004276328303967,0,1,annualised_1y
0.5,on,holdout,2021,2021,212,50.204013070519714,49.30052829238125,7.398775805614526,1.3039458018617278,3.1290052929481926,0,0,annualised_1y
0.5,on,holdout,2022,2022,179,30.708208142725148,30.110617128205973,8.714574266398994,2.0713133959165297,2.814377479257643,0,0,annualised_1y
0.5,on,holdout,2023,2023,189,34.84705473684271,34.287135084220296,8.3274596530675,1.1234876229978097,2.5292107009256384,0,0,annualised_1y
0.5,on,holdout,2024,2024,191,55.695986101676255,55.33468161571107,6.9224356012591635,3.2658462112728492,3.077624310810815,0,0,annualised_1y
0.5,on,holdout,2025,2025,251,68.99468406028006,66.52454244701167,7.230499265665004,4.41895496721868,3.9953117107446414,0,1,annualised_1y
0.5,on,holdout,2026p,2026,71,3.380298813385574,3.380298813385574,5.892609032997738,0.7653952234078276,2.488723964141569,0,0,raw_partial_4mo
