risk_pct,governance,worst_fold_roi_pct,mean_fold_roi_pct,trailing_dd_pct,from_initial_dd_pct,daily_dd_pct,kills,verdict_trailing,verdict_from_initial
0.4,off,14.420378969004034,32.48109732478955,8.206896256718418,5.49105330490206,4.112354813425412,0,PASS-VIABLE,PASS-DEPLOYABLE
0.4,on,14.420378969004034,32.48109732478955,8.206896256718418,5.49105330490206,4.112354813425412,0,PASS-VIABLE,PASS-DEPLOYABLE
0.5,off,18.23308992877881,41.856621299547605,10.15959695343688,6.845644368241199,5.155195401452777,0,FAIL,PASS-DEPLOYABLE
0.5,on,18.23308992877881,40.950149591670204,10.888812154025292,6.845644368241199,5.155195401452777,0,FAIL,PASS-DEPLOYABLE
