rule_id,feature,threshold,rule_str,pool_size_pre,pool_size_post,pool_kept_pct,retention_c0,retention_c1,retention_c2,retention_c3,c1_fraction_pre,c1_fraction_post,c1_lift,c2_kill_rate,aggregate_mean_r_unit,aggregate_hit_rate,floor_500_pass,component_a,component_b
F2+F3,pullback_depth_atr__AND__trigger_body_atr,nan,(pullback_depth_atr >= 1.5) AND (trigger_body_atr >= 0.7),1327,393,0.2961567445365486,0.31962025316455694,0.3220338983050847,0.2937062937062937,0.2691358024691358,0.1333835719668425,0.1450381679389313,1.0873765472031742,0.7062937062937062,0.012124110807205705,0.31297709923664124,0,F2: pullback_depth_atr >= 1.5,F3: trigger_body_atr >= 0.7
F2+F4,pullback_depth_atr__AND__trigger_break_size_atr,nan,(pullback_depth_atr >= 1.5) AND (trigger_break_size_atr >= 0.25),1327,433,0.3262999246420497,0.31329113924050633,0.3163841807909605,0.32400932400932403,0.3432098765432099,0.1333835719668425,0.12933025404157045,0.969611565611096,0.675990675990676,-0.029845995919341815,0.3094688221709007,0,F2: pullback_depth_atr >= 1.5,F4: trigger_break_size_atr >= 0.25
F3+F4,trigger_body_atr__AND__trigger_break_size_atr,nan,(trigger_body_atr >= 0.7) AND (trigger_break_size_atr >= 0.25),1327,508,0.38281838733986434,0.40189873417721517,0.3446327683615819,0.4149184149184149,0.3506172839506173,0.1333835719668425,0.12007874015748031,0.9002513457004315,0.5850815850815851,0.007315776364232284,0.3188976377952756,1,F3: trigger_body_atr >= 0.7,F4: trigger_break_size_atr >= 0.25
