feature,is_degenerate,top_value,top_share
monotonicity_ratio_in_profit,False,0.0,0.7404374575788759
local_peaks_count,False,0.0,0.5408009108225866
pullback_magnitude_median,True,0.0,0.9994307358833446
time_to_peak_mfe_relative,False,0.0,0.5408009108225866
