percentile,fwd_mfe_h240_R,final_r
1,0.47917091101408005,0.06549302779138089
5,0.8490544855594635,0.14672551900148392
10,1.191674542427063,0.20532405525445938
20,1.8222049951553345,0.2929956912994385
30,2.4396049737930294,0.3626090675592422
40,3.05985689163208,0.43709278106689453
50,3.7457250356674194,0.5151834785938263
60,4.54283504486084,0.5999358773231506
70,5.507499933242797,0.6993197441101074
80,6.702239990234375,0.8346030116081239
90,8.656815242767333,1.0551164507865907
95,10.378669786453239,1.2868620693683592
99,14.958326263427761,1.8992805778980295
