percentile,fwd_mfe_h240_R,final_r
1,1.4640550541877746,-1.7765970098972321
5,1.517124992609024,-1.4206099331378936
10,1.5812050342559814,-1.1156051516532897
20,2.2496479988098144,-0.6160601019859312
30,2.505749487876892,-0.08366702720522887
40,2.669261074066162,0.2510500818490983
50,3.2756224870681763,0.4744478911161423
60,3.6373010635375973,0.7937962174415587
70,4.128684854507446,1.573654186725616
80,5.142542171478273,2.145774793624879
90,9.663455104827882,3.0283037662506107
95,14.203692388534538,3.6800625443458554
99,17.653653297424317,4.8787850522995
