fold_id,fold_train_start,fold_train_end,fold_val_start,fold_val_end,train_n,val_n,val_auc,val_clean_rate,feature_importances_top10
1,2020-01-02T00:00:00.000000,2020-09-21T00:00:00.000000,2020-09-21T00:00:00.000000,2021-06-14T00:00:00.000000,5258,5252,0.4523662426812033,0.3712871287128713,atr_200:0.1929; atr_50:0.1684; atr_14:0.1085; ema_20_slope:0.0886; dxy_proxy_ema_20_slope:0.0645; atr_ratio_14_200:0.0602; atr_percentile_200:0.0546; atr_ratio_14_50:0.0485; adx_14:0.0465; di_minus_14:0.0428
2,2020-01-02T00:00:00.000000,2021-06-14T00:00:00.000000,2021-06-14T00:00:00.000000,2022-03-02T00:00:00.000000,10510,5252,0.4496391569013677,0.2962680883472963,atr_200:0.1612; atr_50:0.1449; ema_20_slope:0.0957; atr_14:0.0856; atr_percentile_200:0.0744; dxy_proxy_ema_20_slope:0.0744; atr_ratio_14_200:0.0710; di_minus_14:0.0641; adx_14:0.0574; atr_ratio_14_50:0.0489
3,2020-01-02T00:00:00.000000,2022-03-02T00:00:00.000000,2022-03-02T00:00:00.000000,2022-11-21T00:00:00.000000,15762,5252,0.4854125885504808,0.2785605483625286,atr_50:0.1356; atr_200:0.1325; ema_20_slope:0.1056; dxy_proxy_ema_20_slope:0.1007; atr_14:0.0907; adx_14:0.0794; atr_ratio_14_200:0.0749; atr_percentile_200:0.0571; atr_ratio_14_50:0.0533; di_minus_14:0.0509
4,2020-01-02T00:00:00.000000,2022-11-21T00:00:00.000000,2022-11-21T00:00:00.000000,2023-08-10T00:00:00.000000,21014,5252,0.5217680421924832,0.31283320639756285,atr_200:0.1375; atr_50:0.1361; dxy_proxy_ema_20_slope:0.1212; ema_20_slope:0.1185; atr_14:0.0895; adx_14:0.0766; atr_ratio_14_200:0.0674; di_minus_14:0.0547; atr_ratio_14_50:0.0474; di_plus_14:0.0470
5,2020-01-02T00:00:00.000000,2023-08-10T00:00:00.000000,2023-08-10T00:00:00.000000,2024-04-30T00:00:00.000000,26266,5252,0.499174625653782,0.3092155369383092,atr_200:0.1525; atr_50:0.1323; dxy_proxy_ema_20_slope:0.1161; atr_14:0.0976; ema_20_slope:0.0948; adx_14:0.0803; atr_ratio_14_200:0.0612; di_minus_14:0.0585; atr_percentile_200:0.0478; atr_ratio_14_50:0.0468
6,2020-01-02T00:00:00.000000,2024-04-30T00:00:00.000000,2024-04-30T00:00:00.000000,2025-01-17T00:00:00.000000,31518,5252,0.5173006978500458,0.3036938309215537,atr_200:0.1497; atr_50:0.1330; dxy_proxy_ema_20_slope:0.1060; atr_14:0.1001; ema_20_slope:0.0967; adx_14:0.0795; atr_ratio_14_200:0.0655; di_minus_14:0.0610; atr_ratio_14_50:0.0545; atr_percentile_200:0.0439
7,2020-01-02T00:00:00.000000,2025-01-17T00:00:00.000000,2025-01-17T00:00:00.000000,2025-10-07T00:00:00.000000,36770,5252,0.5731939858308189,0.2995049504950495,atr_200:0.1346; dxy_proxy_ema_20_slope:0.1256; atr_50:0.1252; atr_14:0.0957; ema_20_slope:0.0957; adx_14:0.0838; di_minus_14:0.0646; atr_ratio_14_200:0.0621; atr_ratio_14_50:0.0524; di_plus_14:0.0472
