cluster_id,n_trades,shape_tag,monotonicity,local_peaks,mfe_p50_proxy,time_to_peak_rel,wrong_way_first
0,616,bimodal,0.5350467776247337,32.935064935064936,4.348650425065793,0.7532815485032313,0.040584415584415584
1,1794,unclassified,0.5270640404001138,9.482162764771461,0.8138846712476866,0.4743088256481053,0.0005574136008918618
2,1556,unclassified,0.7158333106378414,2.4492287917737787,-0.12750910648417688,0.38038050727017253,1.0
3,1089,monotonic_down,0.021412132913510323,0.27180899908172634,-0.5580324553458303,0.08685943539177146,0.9954086317722681
