cluster_id,n,size_fraction,mono_centroid,local_peaks_centroid,pullback_centroid,ttp_rel_centroid
0,194,0.2418952618,0.4970910561,9.659793814,0.7469788746,0.5938452867
1,263,0.3279301746,0.01187760275,0.5209125475,0.006857463037,0.0653442527
2,114,0.1421446384,0.5356748522,32.48245614,0.5745420194,0.7307767344
3,231,0.2880299252,0.5666217757,4.922077922,0.165744992,0.3023466427
