label,cluster_id,n_total,n_pos,n_neg,rf_auc_mean,rf_auc_folds,lr_auc_mean,rf_logit_gap,passes_e_floor,top_features
cluster_0_individual,0,2153,365,1788,0.5114313453,"[0.46437590877783735, 0.47612305808525296, 0.5244126425346292, 0.5226200069068723, 0.5696251103180998]",0.5267164982,-0.01528515286,0,"{'ret_20bar_atr': 0.090059489089285, 'swing_low_dist_atr': 0.08267886374849331, 'rsi_14': 0.0816540437148612, 'inside_bar_range_atr': 0.07649516086736301, 'break_bar_body_atr': 0.0714764476894468, 'body_to_range_ratio': 0.0681456528235331, 'break_close_above_high_atr': 0.06554604792968116, 'lower_wick_ratio': 0.06417233365583583, 'range_to_atr_14': 0.06255548839954239, 'ib_range_ratio': 0.061977899346233434}"
