trade_id,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative,bars_held,final_r,mfe_r,mae_r,exit_reason
572,0.4545454545,5,0.4830270781,0.8148148148,27,-1.010168991,4.757957956,-1.083562498,stoploss
573,0,2,0.4912034402,0.6,5,-1.020422025,8.810491465,-3.100923249,stoploss
574,0.5555555556,2,0.6818616651,0.5333333333,15,-1.022873954,2.480190114,-1.54126878,stoploss
575,0.5362318841,15,1.001974808,0.4275862069,145,-1.024143971,4.17690703,-10.79235516,stoploss
576,0,0,0,0,1,-1.018329451,1.951475543,-4.542037941,stoploss
577,0.5319148936,5,0.784751425,0.1607142857,56,-1.014076259,5.41232149,-4.268625467,stoploss
578,0,2,0,0.5,4,-1.019737291,3.088886048,-11.60848773,stoploss
579,0.8,5,0.1669858792,0.4444444444,18,-1.011927563,6.556751663,-1.368261847,stoploss
580,0.4,4,0.1929079537,0.4444444444,18,-1.017443804,7.399251355,-1.408843726,stoploss
581,1,2,0,0.5,4,-1.010898986,12.79852372,-1.740723786,stoploss
582,0.5483870968,7,0.5303065746,0.1651376147,109,-1.010629753,6.152264918,-1.231870284,stoploss
583,0.4936708861,12,1.23877717,0.5963302752,109,-1.011934269,5.205728339,-10.06774972,stoploss
584,0,0,0,0,4,-1.02115641,1.782175641,-1.937322645,stoploss
585,1,2,0,0.2222222222,9,-1.013741714,3.21464497,-2.461599041,stoploss
586,0.5045045045,14,0.5486122265,0.4594594595,111,-1.002965471,6.657483504,-6.961938577,stoploss
587,0,0,0,0,6,-1.005398392,13.89545978,-2.32310782,stoploss
588,0.5146443515,34,0.69227886,0.5916666667,240,5.380755333,9.007805726,-0.3732374946,time_exit
589,0.5941422594,62,0.40047676,0.975,240,15.15763667,18.2633748,-0.3301890011,time_exit
590,0.5523012552,33,0.609259774,0.5833333333,240,5.725713786,7.421514491,-0.336171946,time_exit
591,0.5565217391,49,0.544980606,0.9625,240,7.763230445,9.390857087,-0.7479767378,time_exit
592,0.593220339,54,0.4042205455,0.9625,240,13.8106448,17.12901346,-0.3612469323,time_exit
593,0.5326086957,14,0.3282644433,0.40625,96,-1.007742086,12.69082725,-7.669310319,stoploss
594,0.625,3,0.4831424439,0.375,24,-1.017332464,1.143076024,-14.31054919,stoploss
595,0.5319148936,7,0.453572939,0.4366197183,71,-1.017008985,5.818206874,-1.944693976,stoploss
596,0.2857142857,3,0.6099430727,0.2258064516,31,-1.009741106,2.857141199,-4.211904191,stoploss
597,0.3,3,0,0.08823529412,34,-1.010414302,1.306416316,-9.821843838,stoploss
598,0.3333333333,1,0,0.05555555556,18,-1.015980794,0.9151107384,-13.52900388,stoploss
599,0.4634146341,7,0.4500337383,0.3962264151,53,-1.006164846,20.15288069,-1.826849285,stoploss
600,0.453125,13,0.505753579,0.6086956522,69,-1.0222193,3.566726604,-2.212407395,stoploss
601,0.5299145299,39,0.4111943059,0.8583333333,240,7.56451536,9.551143469,-0.743312783,time_exit
602,0.6,6,0.5061006248,0.5,20,-1.01226235,8.653874783,-1.191677463,stoploss
603,0.3846153846,3,0.2482113169,0.2068965517,29,-1.020504413,0.6270033698,-16.35820496,stoploss
604,1,1,0,0.0625,16,-1.010956305,0.2519950246,-14.72344843,stoploss
605,0.5714285714,3,0.4373071295,0.4772727273,44,-1.008676729,7.086284378,-4.766127108,stoploss
606,0,0,0,0,3,-1.016153292,0.01776862146,-15.12836584,stoploss
607,0,1,0.3986439296,0.2857142857,7,-1.00935446,2.199737352,-4.971535939,stoploss
608,0,0,0,0,4,-1.017454804,1.635764532,-11.86303318,stoploss
609,0.5083333333,36,0.626905822,0.8708333333,240,4.178799631,6.888235068,-0.06612568261,time_exit
610,0.5666666667,9,0.4459694235,0.8,35,-1.008676448,8.312037115,-1.520113677,stoploss
611,0,0,0,0,6,-1.015744835,0.1847946447,-7.430733538,stoploss
612,0,1,0,0.07142857143,14,-1.013665606,0.5618082426,-13.76885715,stoploss
613,0.5,2,0,0.25,8,-1.006357378,0.3949520809,-10.18213483,stoploss
614,0,0,0,0,5,-1.020382148,0.1252046223,-15.63747498,stoploss
615,0.5238095238,23,0.8081395825,1,240,6.89662329,7.686055938,-0.8443063232,time_exit
616,0.5,1,0,0.2,5,-1.01010047,20.8372686,-1.738964167,stoploss
617,0,0,0,0,1,-1.008702961,0.001740592211,-8.323511953,stoploss
618,0.3333333333,3,1.845750715,0.696969697,33,-1.016003619,8.243997558,-1.21520813,stoploss
619,0,0,0,0,7,-1.005043577,23.28115198,-1.528203867,stoploss
620,0.6428571429,8,0.5352027921,0.5675675676,37,-1.020968766,5.035499404,-2.677012473,stoploss
621,0.5065502183,30,0.3182589375,0.6541666667,240,-0.4326561594,6.752369349,-0.8359796978,time_exit
622,0.3888888889,5,0.7840343785,0.6206896552,29,-1.014704822,14.62595079,-1.320760385,stoploss
623,0,0,0,0,7,-1.003857961,8.362516882,-3.684353027,stoploss
624,0.4,1,0,0.09090909091,11,-1.003639467,0.7086563001,-4.90340247,stoploss
625,0,0,0,0,7,-1.008736457,12.11047714,-3.13201995,stoploss
626,0.3333333333,2,0.1614813835,0.4545454545,11,-1.004812359,0.6539461322,-7.176296844,stoploss
627,0,0,0,0,2,-1.014755006,0.01370107704,-8.753934299,stoploss
628,0,0,0,0,4,-1.008887531,16.8403907,-2.886966442,stoploss
629,0,0,0,0,3,-1.011478171,1.27166049,-3.203617851,stoploss
630,0,0,0,0,0,-1.010340936,2.415182949,-7.306445468,stoploss
631,0.3846153846,7,0.6102055666,0.2452830189,53,-1.008466032,2.205727059,-4.284463632,stoploss
632,0.6125,59,0.4998688855,0.9625,240,28.91607937,31.19792358,-0.08203954954,time_exit
633,0.4403669725,10,0.4780239816,0.6533333333,150,-1.003109821,2.153329219,-4.186263922,stoploss
634,0.55,48,0.398251074,0.7375,240,10.53636605,14.7212037,-0.1779964609,time_exit
635,0.5217391304,15,0.305399095,0.2533333333,150,-1.005572976,2.496693333,-1.005364905,stoploss
636,0.5135135135,13,0.8911813371,0.6025641026,156,-1.007024089,2.992262066,-1.622564642,stoploss
637,0.55,32,0.350166321,0.7708333333,240,7.020618604,9.296699697,-0.188052284,time_exit
638,0.6086956522,12,0.537322065,0.6304347826,92,-1.010883922,2.800605092,-1.442978978,stoploss
639,0.5720338983,43,0.431632894,0.7375,240,8.783306223,13.59135813,-0.4646401153,time_exit
640,0,0,0,0,5,-1.013800867,0.1636388485,-9.53147004,stoploss
641,0,0,0,0,3,-1.014538189,0.9922313714,-6.290674204,stoploss
642,0.6666666667,3,0.2835592723,0.4615384615,13,-1.022302415,8.425002649,-2.173954421,stoploss
643,0,0,0,0,5,-1.008517511,14.90138635,-1.23078041,stoploss
644,0.5,3,0,0.1363636364,22,-1.006728584,0.7625728574,-5.026999895,stoploss
645,1,3,0,0.1578947368,19,-1.012668365,3.098415408,-4.345249239,stoploss
646,0.5,1,0,0.1428571429,7,-1.013857757,0.7235728993,-9.269849797,stoploss
647,0.5431034483,34,0.826876629,0.9083333333,240,4.996724006,6.078383162,-0.3406433063,time_exit
648,0.5564853556,40,0.6749110477,0.8583333333,240,6.41535165,8.482332747,-0.3305902316,time_exit
649,0.5583333333,37,0.62005512,0.6041666667,240,6.647655525,13.6276183,-0.2416780014,time_exit
650,0,0,0,0,3,-1.009276177,0.3968142539,-5.712063883,stoploss
651,0,1,0.3943955361,0.4285714286,7,-1.018050139,0.5974595994,-5.840122458,stoploss
652,0,0,0,0,2,-1.005416904,0.2112592425,-13.55249106,stoploss
653,0,0,0,0,1,-1.011324174,9.325021579,-2.41553338,stoploss
654,0.5,3,0.7225184578,0.4814814815,27,-1.011230857,5.582671764,-3.391718772,stoploss
655,0.5833333333,4,0.5397304206,0.2692307692,26,-1.013614821,1.013331708,-6.061512993,stoploss
656,0.4835164835,10,0.6657287763,0.7631578947,114,-1.004237612,1.959471586,-4.730022024,stoploss
657,0.5555555556,6,0.431293721,0.2835820896,67,-1.01476501,2.021252195,-7.258945311,stoploss
658,0,1,0,0.3333333333,3,-1.008268888,0.1589463936,-5.286575426,stoploss
659,0,0,0,0,3,-1.020159387,0.2620720255,-11.25332019,stoploss
660,0.5384615385,3,0.7996248448,0.5,20,-1.010171353,9.093972183,-1.451373862,stoploss
661,0.5243902439,8,0.3489139626,0.7613636364,88,-1.003882214,3.096065482,-5.097346681,stoploss
662,0,1,0.150098689,0.4,5,-1.006901089,0.7927626164,-16.66009185,stoploss
663,0.4827586207,46,0.8400405215,0.6625,240,2.707895328,9.47516294,-0.7074458901,time_exit
664,0,0,0,0,2,-1.011469796,0.1982636248,-4.951674993,stoploss
665,0,0,0,0,12,-1.018909788,0.3280437107,-10.13317979,stoploss
666,0,0,0,0,4,-1.015351927,0.3422576744,-5.778646065,stoploss
667,0.4375,8,0.3059397387,0.6176470588,34,-1.01147274,1.83818793,-3.527230238,stoploss
668,0.4489795918,19,0.3698511894,0.6153846154,117,-1.015188961,2.988427989,-2.396817975,stoploss
669,0,0,0,0,2,-1.01153356,5.756207812,-1.864592278,stoploss
670,0,0,0,0,2,-1.016919226,7.838054066,-2.354443871,stoploss
671,0,0,0,0,2,-1.02049722,4.819408884,-2.220532181,stoploss
672,0.5,3,0.6763348122,0.8333333333,6,-1.023498037,1.447683427,-11.55183946,stoploss
673,0.3783783784,13,0.4613573542,0.7674418605,43,-1.01329013,2.390324729,-3.440244963,stoploss
674,0.25,3,0,0.2,15,-1.005947223,0.7057371348,-12.40722888,stoploss
675,0,1,0,0.3333333333,3,-1.0181372,0.23967014,-10.42500333,stoploss
676,0,0,0,0,1,-1.00971776,6.079430841,-1.187510308,stoploss
677,0.625,7,0.598807019,0.7419354839,31,-1.014756593,1.957966919,-5.446736217,stoploss
678,0.4979079498,28,1.212545397,0.4583333333,240,7.463657978,10.20571502,-0.275102778,time_exit
679,0.3333333333,4,0.2275111001,0.375,16,-1.015722312,0.9165182935,-4.517852536,stoploss
680,1,1,0,0.2,5,-1.022193378,0.4139547385,-9.258498173,stoploss
681,0.4545454545,2,0.6160972512,0.3333333333,18,-1.002663245,2.056912581,-8.359924804,stoploss
682,0,2,0.3462710472,0.375,8,-1.007019008,0.3525101651,-17.68010054,stoploss
683,0.4979079498,19,3.536348322,0.3791666667,240,3.551637579,7.916437078,-0.2808692983,time_exit
684,0.5355648536,29,1.104772236,0.9791666667,240,5.361470891,7.441448642,-0.3351459168,time_exit
685,0.5,5,0.2823988071,0.3181818182,22,-1.017180156,2.94210164,-1.621377181,stoploss
686,0.5462184874,40,0.803031979,0.4333333333,240,8.254294692,10.31650266,-0.7420306832,time_exit
687,0,0,0,0,1,-1.010282493,0.01028249301,-11.24624304,stoploss
688,0,0,0,0,1,-1.010733387,0.7084035133,-4.311243604,stoploss
689,0,0,0,0,9,-1.014452451,1.056550206,-4.596639952,stoploss
690,0.6,3,1.560953284,0.6304347826,46,-1.003319412,4.304446936,-3.646373595,stoploss
691,0.4545454545,0,0,0,40,-1.005061405,2.501346505,-4.94600527,stoploss
692,1,3,0.595452396,0.6666666667,9,-1.01011691,1.990140654,-4.528039701,stoploss
693,0.5858585859,20,0.5355642875,0.7184466019,103,-1.010813732,3.635121258,-4.472900887,stoploss
694,0.4285714286,3,0.135612244,0.1666666667,24,-1.017040282,3.028910114,-1.497414775,stoploss
695,0,0,0,0,2,-1.012288584,0.07022048064,-6.218901317,stoploss
696,0.5549132948,19,0.2799952931,0.1743589744,195,-1.00756744,3.600588123,-3.440158387,stoploss
697,0.5263157895,1,0.9485796066,0.3571428571,28,-1.01353079,2.110091122,-3.182584281,stoploss
698,0,0,0,0,5,-1.010271197,0.3536226253,-7.329232422,stoploss
699,0,1,0.4014861371,0.4,5,-1.005440192,1.729980916,-3.384887188,stoploss
700,0.4545454545,4,0.5064896059,0.3636363636,22,-1.004936546,6.641628808,-4.828929166,stoploss
701,0,2,0.5287697149,0.3,10,-1.014359561,0.1545764502,-7.344493085,stoploss
702,0.4623655914,14,0.5278362188,0.6967213115,122,-1.010740853,2.346876444,-3.009740532,stoploss
703,0.8,4,0.2722523546,0.2857142857,21,-1.00291699,6.258887166,-4.090591628,stoploss
704,0.5158371041,8,0.9279972508,0.1666666667,240,1.188537282,2.204699923,-0.9121726931,time_exit
705,0.4545454545,1,0,0.01098901099,91,-1.011174473,0.6470019955,-2.551690944,stoploss
706,0,0,0,0,12,-1.001801544,2.535973937,-3.242179324,stoploss
707,0,2,0,0.4,5,-1.012821875,1.222127132,-4.188704092,stoploss
708,0,2,0,0.5,4,-1.003386354,5.186200788,-2.924963063,stoploss
709,0,1,0.170780357,0.3333333333,6,-1.011115881,12.84995869,-3.577292685,stoploss
710,0,1,0.1396603727,0.6666666667,3,-1.00677963,5.378280276,-3.521339689,stoploss
711,0,2,0,0.5,4,-1.003803802,3.143366619,-4.158030719,stoploss
712,0,2,0,0.5,4,-1.00516419,4.723168404,-2.875421132,stoploss
713,0,2,0,0.3333333333,6,-1.007579526,3.674692169,-2.552922274,stoploss
714,0.65625,13,0.2341541242,0.5882352941,34,-1.013457134,2.991969364,-5.155876443,stoploss
715,0.6,10,0.2973003139,0.52,25,-1.009416752,2.00038718,-5.206118618,stoploss
716,0.5301724138,37,0.3648149735,0.7916666667,240,2.546961471,6.479680375,-0.6197134212,time_exit
717,0,2,0.3337688434,0.6,15,-1.002698939,7.008246065,-2.813194537,stoploss
718,0.4655172414,18,0.87310069,0.6349206349,126,-1.013292398,2.628396869,-2.980995224,stoploss
719,0.5450643777,32,0.3092104445,0.425,240,2.078692149,4.824347902,-0.4209251857,time_exit
720,0.5095541401,30,0.5974609559,0.3980099502,201,-1.005456264,3.829206382,-2.37347503,stoploss
721,0.8,4,0,0.3333333333,12,-1.012482858,0.4369000408,-6.114397714,stoploss
722,0.5384615385,40,0.311226709,0.425,240,2.218693499,4.400488987,-0.6753940443,time_exit
723,0.5254237288,22,0.7186439835,0.6349206349,126,-1.007319522,3.809478524,-2.569152241,stoploss
724,0.5277777778,14,0.769060388,0.4869565217,115,-1.004929874,4.168560839,-6.916613616,stoploss
725,0,0,0,0,2,-1.003788464,1.663135701,-6.475432112,stoploss
726,0.5,2,0.5790118529,0.75,8,-1.020678995,2.236285575,-2.632140617,stoploss
727,0.4318181818,8,0.2809383085,0.2340425532,47,-1.010491472,3.044858346,-6.714542141,stoploss
728,0,0,0,0,2,-1.010894157,2.818681505,-3.595798024,stoploss
729,0.5833333333,43,0.361665487,0.6791666667,240,8.441658472,10.16691193,-0.04531307728,time_exit
730,0.6666666667,2,0,0.2857142857,7,-1.005230793,4.370327957,-1.246498088,stoploss
731,0.5454545455,3,0,0.1071428571,28,-1.022053351,1.42004404,-7.146244582,stoploss
732,0.5739130435,42,0.4343412,0.8625,240,10.74081137,12.21330922,-0.6910896202,time_exit
733,0.375,3,0.4118184969,0.44,25,-1.009695851,2.019288466,-5.802711436,stoploss
734,0.5210084034,29,0.2093783364,0.2208333333,240,2.615117318,5.079989087,-0.2914401626,time_exit
735,0.5666666667,39,0.260982266,0.9708333333,240,7.51607965,8.3063633,-0.2379235923,time_exit
736,0.5022624434,14,0.3263269638,0.3125,240,2.314345177,3.944906552,-0.9950825506,time_exit
737,0.5,16,0.2866633128,0.5135135135,74,-1.013694107,3.964900533,-4.098189844,stoploss
738,0.4489795918,11,0.483085411,0.5762711864,59,-1.013106969,2.563348557,-7.467227206,stoploss
739,0,0,0,0,4,-1.015371793,0.8960851034,-6.717473495,stoploss
740,0.4,2,0.1891854007,0.2307692308,13,-1.020144742,0.7330934274,-5.604617493,stoploss
741,0,0,0,0,8,-1.012428658,2.58377992,-7.74443495,stoploss
742,0.5,11,0.547461071,0.5813953488,43,-1.01333559,3.434265407,-7.370370129,stoploss
743,1,1,0,0.25,4,-1.011030308,10.70703516,-1.276970276,stoploss
744,0.48,4,0.5658001505,0.3076923077,39,-1.016188846,3.09854503,-1.843100061,stoploss
745,0.8,3,0.7424649206,0.619047619,21,-1.015042705,2.27789527,-4.720185812,stoploss
746,0,0,0,0,9,-1.004177787,0.06057791839,-8.708597992,stoploss
747,0.4,1,0,0.07142857143,14,-1.015880538,4.305390423,-8.891337025,stoploss
748,0,0,0,0,1,-1.019152348,0.02591200035,-9.349725691,stoploss
749,0.3333333333,2,0,0.25,8,-1.025651154,3.2911546,-4.778921538,stoploss
750,0.4375,6,0.6292707659,0.6111111111,18,-1.007513681,2.793210833,-4.371083798,stoploss
751,0,2,0.2482902605,1,3,-1.008867509,3.497209246,-2.729146517,stoploss
752,0,0,0,0,5,-1.001324823,0.4817940488,-5.370391776,stoploss
753,0,0,0,0,5,-1.006476307,1.063880588,-3.673243492,stoploss
754,0.4683544304,11,0.6310680004,0.7126436782,87,-1.008213466,2.607091121,-3.600920553,stoploss
755,0.5094339623,11,0.4397070005,0.7160493827,81,-1.005297675,1.19065239,-3.296478085,stoploss
756,0.53125,4,0.531092338,0.5454545455,55,-1.002755343,0.6640376314,-3.281613357,stoploss
757,0,0,0,0,8,-1.017268493,0.2665354282,-5.166282484,stoploss
758,0.546875,13,0.620189905,0.7352941176,68,-1.014656229,2.652777466,-5.668875138,stoploss
759,0.5238095238,7,0.6226271123,0.7121212121,66,-1.013851549,1.221014014,-4.273895339,stoploss
760,0.4166666667,3,0.6935659694,0.5263157895,19,-1.008458122,3.606412916,-2.849085722,stoploss
761,0,1,0,0.3333333333,3,-1.005362066,2.487402914,-3.652758626,stoploss
762,0.5277777778,24,0.3555794845,0.405,200,-1.01217738,2.918511978,-1.850149874,stoploss
763,0,1,0,0.1666666667,6,-1.020099174,1.446266665,-4.614945172,stoploss
764,0.6363636364,5,0.2465244943,0.4,20,-1.004541241,0.964689271,-7.632528092,stoploss
765,0,1,0,0.3333333333,3,-1.01325584,0.1884223014,-5.586389839,stoploss
766,0,0,0,0,2,-1.01595063,2.195310412,-4.05062055,stoploss
767,0.4,2,0.1094958729,0.2,15,-1.006930119,1.243263266,-6.435308075,stoploss
768,0,0,0,0,3,-1.01075214,0.01867476868,-5.701463468,stoploss
769,0,0,0,0,5,-1.014522831,0.4826705509,-2.690140823,stoploss
770,0,1,0,0.1666666667,6,-1.009467011,2.486381341,-4.532976989,stoploss
771,0,0,0,0,5,-1.010576835,0.3725396157,-8.09597922,stoploss
772,0,1,0,0.1666666667,6,-1.014729692,0.9185015138,-4.310539178,stoploss
773,0.5084745763,18,0.4394206405,0.4453125,128,-1.007012031,5.138260854,-2.891294319,stoploss
774,0,2,0,0.2857142857,7,-1.009320828,4.296901773,-2.817041059,stoploss
775,0,0,0,0,5,-1.016035574,2.015765993,-1.466783397,stoploss
776,0,0,0,0,5,-1.008824283,3.81610145,-2.726703559,stoploss
777,0,0,0,0,1,-1.012467279,2.09450283,-1.424831857,stoploss
778,0,0,0,0,1,-1.007444025,3.744344422,-3.035673271,stoploss
779,0,1,0,1,1,-1.009236409,0.1200733161,-8.743184694,stoploss
780,0,1,0,1,1,-1.005436638,0.2260088171,-8.2986399,stoploss
781,0.5,4,0.5793641511,0.7391304348,23,-1.013359125,3.699071358,-1.532080686,stoploss
782,0,0,0,0,5,-1.007552766,1.836484163,-3.928019433,stoploss
783,0.4545454545,4,0.1581784373,0.2777777778,18,-1.00456284,3.497163016,-3.856106393,stoploss
784,0,0,0,0,2,-1.009528313,4.78754425,-2.452241319,stoploss
785,0,2,0.2294533971,0.75,4,-1.010737967,0.3283557234,-4.994284901,stoploss
786,0,1,0,0.1428571429,7,-1.016848222,0.3917211565,-6.185824628,stoploss
787,0,0,0,0,2,-1.015184051,3.043317623,-4.676687666,stoploss
788,0,2,0,0.2857142857,7,-1.016633255,0.8614639866,-4.33989339,stoploss
789,0.5,5,0.7470937906,0.625,48,-1.008282636,1.413017746,-5.183273771,stoploss
790,0.5021834061,21,0.9921157175,0.5333333333,240,-0.4111313598,5.101687234,-0.8405545809,time_exit
791,0.4,1,0,0.08333333333,12,-1.006931751,1.744135147,-3.546390359,stoploss
792,0.5111111111,22,0.5593404568,0.5208333333,240,-0.1456015107,3.711396923,-0.4677989131,time_exit
793,0.4871794872,5,1.021517448,0.5681818182,44,-1.008825205,5.151713264,-3.053520838,stoploss
794,0.4675324675,14,0.952183235,0.6962025316,158,-1.001679336,3.78242335,-1.867980867,stoploss
795,0.504950495,24,0.6726288856,0.5045454545,220,-1.006626886,4.389649002,-1.411526627,stoploss
796,0.475862069,16,0.9469613516,0.417218543,151,-1.00408173,4.184793646,-4.87868774,stoploss
797,0.5126582278,18,0.9789278136,0.6424581006,179,-1.00818875,4.193384316,-2.829585263,stoploss
798,0.3333333333,2,0,0.08,25,-1.012550664,1.527878167,-6.70007274,stoploss
799,0.5384615385,9,0.308067681,0.5384615385,65,-1.012013781,1.572089114,-2.188224476,stoploss
800,0,0,0,0,10,-1.011229415,0.2732490978,-5.581955028,stoploss
801,0.5384615385,5,0.1489751445,0.1489361702,47,-1.004514398,4.515526912,-4.416210149,stoploss
802,0.5,5,0,0.1136363636,44,-1.006581377,3.501292397,-4.051495488,stoploss
803,0.2857142857,0,0,0,17,-1.019252868,0.9705710585,-6.649034638,stoploss
804,1,2,0.1254637232,0.375,8,-1.012661477,9.432800105,-6.163837043,stoploss
805,0.3333333333,4,0,0.4,10,-1.0076661,1.258092264,-2.558773975,stoploss
806,0.5068493151,14,0.2192491515,0.5526315789,76,-1.017112129,2.489814755,-2.861290553,stoploss
807,0.4,0,0,0,12,-1.018832616,1.361487369,-6.729890776,stoploss
808,0.5,6,0.3122509485,0.8666666667,15,-1.002771458,7.802578436,-5.683336791,stoploss
809,0,0,0,0,2,-1.011546396,2.454571321,-4.126874322,stoploss
810,0.5,11,0.415902474,0.4637681159,69,-1.018464039,2.843461975,-4.364898772,stoploss
811,0.4432989691,8,0.4490129659,0.2727272727,110,-1.014174028,2.739637174,-4.809045298,stoploss
812,0,2,0,0.6666666667,3,-1.008431811,1.325480711,-4.780836916,stoploss
813,0,0,0,0,0,-1.007133577,2.391174984,-3.302846114,stoploss
814,0.4605263158,5,0.4895596822,0.5051546392,97,-1.009769484,2.812525803,-2.17316737,stoploss
815,0.4736842105,4,1.256172704,0.2181818182,55,-1.012365933,3.70050548,-3.348076386,stoploss
816,0,0,0,0,4,-1.022494971,6.291093483,-2.640481089,stoploss
817,0.4705882353,3,0.9431354202,0.15,40,-1.017263558,8.020285503,-2.794879144,stoploss
818,0.5438596491,42,0.9725146191,0.975,240,12.69709647,19.90367916,-0.995183958,time_exit
819,0,0,0,0,1,-1.019824985,2.051302873,-9.976632223,stoploss
820,0.4814814815,4,0.6417753121,0.1470588235,34,-1.006975819,6.598349314,-2.62523307,stoploss
821,0.5319148936,34,0.4507222555,0.7083333333,240,0.218771621,5.065134118,-0.4788374838,time_exit
822,0.5161290323,8,0.33071095,0.4893617021,47,-1.004646992,5.011781165,-1.134640613,stoploss
823,0.5530973451,32,0.4311082564,0.6916666667,240,1.648009289,6.252376107,-0.7302712586,time_exit
824,0.5,3,0.8302109341,0.3404255319,47,-1.005592529,2.496504958,-7.586824879,stoploss
825,0.5,3,0.6341511023,0.4,35,-1.001786341,7.33769393,-1.101577032,stoploss
826,0.3333333333,2,0,0.08,25,-1.021800214,8.8083246,-1.591415629,stoploss
827,0.5564853556,42,0.2888966048,0.8291666667,240,5.482031947,9.527459865,-0.1777151845,time_exit
828,0.4822695035,25,0.3329654916,0.7628865979,194,-1.005810916,3.46795472,-5.005523117,stoploss
829,0,0,0,0,6,-1.012203354,2.9092797,-8.295840352,stoploss
830,0,0,0,0,7,-1.018077466,2.98519214,-6.523554724,stoploss
831,0.575,54,0.7918817545,0.8625,240,16.90432512,18.82346321,-0.06960604462,time_exit
832,0.5625,38,0.574051562,1,240,9.510488861,10.43136324,-0.09843512363,time_exit
833,0.5720338983,38,0.439474534,0.6958333333,240,10.64738903,10.99475812,-0.7166680537,time_exit
834,0.4736842105,7,0.415439683,0.3939393939,33,-1.013016387,10.76997548,-2.286545303,stoploss
835,0.4210526316,7,0.4731299294,0.3461538462,26,-1.019796231,5.149989587,-12.19744795,stoploss
836,0.5708333333,49,0.757733816,0.8333333333,240,13.54793835,14.56712361,-0.5276565464,time_exit
837,0.5,2,0.574565219,0.2777777778,18,-1.017273321,1.960976547,-21.95620982,stoploss
838,0,0,0,0,4,-1.014982394,1.806448657,-9.042944997,stoploss
839,0,1,0.2692285066,0.5,4,-1.020804021,0.7183506061,-12.40776285,stoploss
840,0,0,0,0,0,-1.021035157,8.435097843,-7.748825855,stoploss
841,0.487804878,12,0.7338002959,0.7821782178,101,-1.018253739,2.92424894,-6.677217616,stoploss
842,0.5147679325,30,0.494547385,0.4541666667,240,2.02119366,7.317024608,-0.4047446628,time_exit
843,0.5208333333,37,0.4575965665,0.7,240,1.500689361,7.894725026,-0.2681155865,time_exit
844,0.4605263158,14,0.475252052,0.475,80,-1.015121656,3.242515131,-8.394679414,stoploss
845,0,0,0,0,7,-1.008841853,4.589806096,-11.51562986,stoploss
846,0.5,1,0,0.04545454545,22,-1.01330267,0.5384080665,-16.40079188,stoploss
847,0,1,0.2421049941,0.2,15,-1.016374251,4.271340283,-14.47132895,stoploss
848,0,0,0,0,4,-1.018782541,0.5535325264,-10.59445788,stoploss
849,0,0,0,0,7,-1.020005305,11.12394983,-11.3089989,stoploss
850,0,1,0,0.1428571429,7,-1.021444819,11.14058354,-7.715667218,stoploss
851,0.4769230769,13,0.7263937893,0.4691358025,81,-1.010088803,4.501623734,-4.761914842,stoploss
852,0.4761904762,2,1.01834189,0.2727272727,33,-1.002104012,3.016452114,-6.269254928,stoploss
853,0.6666666667,2,0.7052056701,0.8181818182,11,-1.004463327,0.9886269362,-16.15835966,stoploss
854,0.5146443515,24,1.0647904,0.9375,240,8.740581446,10.71253228,-0.4271771996,time_exit
855,0.5,16,0.604255118,0.623853211,109,-1.009637243,8.177200447,-12.08992099,stoploss
856,0.5336134454,44,1.192862975,0.9875,240,12.24438759,13.24319106,-0.8738159843,time_exit
857,0,0,0,0,2,-1.021957254,13.41807766,-11.20368863,stoploss
858,0,1,0,0.1111111111,9,-1.02330022,12.35882484,-8.12886413,stoploss
859,0,0,0,0,0,-1.017742604,6.379733466,-15.15725313,stoploss
860,0.5,2,0,0.3333333333,6,-1.001871857,2.885779587,-5.375349435,stoploss
861,0.4782608696,4,2.079837909,0.475,80,-1.018779575,11.53723178,-9.521244425,stoploss
862,0.5,1,0,0.1111111111,9,-1.013151126,3.554264916,-15.34321137,stoploss
863,0,0,0,0,1,-1.010150735,0.6284227775,-11.3568269,stoploss
864,0.5272727273,11,1.029948166,0.8970588235,68,-1.019478925,10.52186605,-6.605790482,stoploss
865,0.6666666667,2,0.8485137696,0.4117647059,17,-1.001775133,1.818328322,-6.015927123,stoploss
866,0.3913043478,5,0.8535329893,0.8888888889,54,-1.013798455,6.267455288,-10.57454439,stoploss
867,0,0,0,0,6,-1.020507478,1.208157965,-6.38852533,stoploss
868,0,1,0.4068386762,1,4,-1.007213452,0.3058503523,-10.4551769,stoploss
869,0,0,0,0,0,-1.004284931,0.2485260263,-14.46485747,stoploss
870,0.6071428571,7,0.8005127304,0.7741935484,31,-1.017323168,1.406823625,-5.320036198,stoploss
871,0,0,0,0,7,-1.022323809,3.66013404,-5.937162536,stoploss
872,1,2,0.5512425756,0.7777777778,9,-1.017083964,3.422487479,-4.21062769,stoploss
873,0,0,0,0,6,-1.021700972,5.99984696,-5.092180224,stoploss
874,0.6666666667,1,0,0.08333333333,12,-1.004696623,3.88410731,-1.005077345,stoploss
875,0,1,0,0.3333333333,3,-1.010688538,0.7130781609,-3.385212597,stoploss
876,0.5063829787,21,0.532844337,0.9625,240,3.848502721,4.049551263,-0.7289652188,time_exit
877,0,2,0.5977761289,1,8,-1.003881663,3.690644487,-1.029457934,stoploss
