trade_id,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative,bars_held,final_r,mfe_r,mae_r,exit_reason
42,0.5,5,0.5066187219,0.9130434783,23,-1.016649442,7.029632079,-1.306981163,stoploss
43,0.4166666667,3,0.7687420681,0.4761904762,21,-1.009286817,8.737862862,-2.99861,stoploss
44,0.3846153846,4,0.5765341247,0.7391304348,23,-1.011965803,10.65717891,-2.015693836,stoploss
45,0.44,7,0.5959658866,0.4634146341,41,-1.019455931,7.093222846,-1.38751508,stoploss
46,0.4651162791,11,0.6932507421,0.4642857143,56,-1.010977174,4.053954706,-7.792948965,stoploss
47,0,0,0,0,2,-1.012639036,3.579655889,-7.225315633,stoploss
48,0.4,2,0.4345682294,0.3636363636,11,-1.022028804,4.251559221,-3.865053837,stoploss
49,0.3333333333,2,0,0.2222222222,9,-1.007702966,2.092639041,-5.099363357,stoploss
50,0.4681818182,27,0.6746658769,0.6416666667,240,4.410661507,8.42799014,-0.947998891,time_exit
51,1,2,0.3806230861,0.7142857143,7,-1.009963955,10.06359468,-2.859655123,stoploss
52,0,0,0,0,5,-1.00829439,3.593544311,-4.051809339,stoploss
53,1,2,0.1681729124,0.2,15,-1.013688493,2.051318431,-5.067675609,stoploss
54,0.5317919075,13,0.9915821429,0.2972972973,185,-1.014718797,5.798431516,-2.265920131,stoploss
55,0,1,0,0.3333333333,3,-1.022791671,0.3962959983,-9.801348916,stoploss
56,0,1,0.1400386472,0.4,5,-1.011082195,10.65603433,-1.081017759,stoploss
57,0,0,0,0,1,-1.018520596,0.1111235768,-6.90038421,stoploss
58,0.5173913043,20,1.15386834,0.8666666667,240,6.401448171,7.110284327,-0.6693751741,time_exit
59,0,0,0,0,2,-1.008703183,7.806755594,-1.077454117,stoploss
60,0.375,3,0.1656870872,0.652173913,23,-1.006627483,2.575881915,-3.6119785,stoploss
61,0.5083333333,24,0.56604878,0.9708333333,240,5.791271634,6.870238261,-0.05926142462,time_exit
62,0.480349345,9,0.757965869,0.175,240,0.5025032982,4.490245952,-0.7874423193,time_exit
63,0.5166666667,16,0.7019931925,0.7041666667,240,4.145284089,6.471291383,-0.09906009771,time_exit
64,0.523364486,31,0.6111454218,0.7041666667,240,4.892596776,6.015318984,-0.9424686422,time_exit
65,0.5714285714,4,0.7193293902,0.4,20,-1.01864928,0.7948145732,-5.277746378,stoploss
66,0.5875,40,0.356471819,0.9958333333,240,6.246694036,6.370088127,-0.14976035,time_exit
67,0.5063829787,40,0.309819674,0.975,240,4.124707705,4.855707939,-0.4162035376,time_exit
68,0.5,1,0.9233331702,0.5,12,-1.017254206,2.81336819,-1.593449213,stoploss
69,0.5109170306,12,0.869752911,0.8958333333,240,2.659840108,4.574530205,-0.9228016702,time_exit
70,0.5407725322,16,0.808204783,0.9875,240,3.903316732,4.642447944,-0.499793486,time_exit
71,0,0,0,0,9,-1.015693824,0.4740842579,-5.824370325,stoploss
72,0.25,1,0,0.09090909091,11,-1.006325687,3.316241221,-2.514460439,stoploss
73,0.3333333333,6,0.1919101346,0.3888888889,18,-1.00412077,5.37407245,-1.270963131,stoploss
74,0.5732217573,45,0.505544502,1,240,6.713510618,7.034742021,-0.1436889879,time_exit
75,1,1,0.7518323808,0.5263157895,19,-1.005079949,4.15934896,-1.611472558,stoploss
76,0,1,0,0.06666666667,15,-1.007387982,0.2749971132,-6.850301223,stoploss
77,1,1,0,0.08333333333,12,-1.004261001,0.3337783834,-4.047950608,stoploss
78,0.5333333333,22,0.540265677,0.7083333333,240,1.609350724,4.425714491,-0.06238237159,time_exit
79,0.4642857143,4,0.2195466254,0.1568627451,51,-1.008919082,1.291894674,-6.146619429,stoploss
80,0.4375,1,0,0.03846153846,26,-1.021147721,3.275882675,-3.410825275,stoploss
81,0.5402298851,10,0.5737871448,0.4105263158,95,-1.021794691,2.00930283,-4.094048819,stoploss
82,0.5423728814,38,0.798064403,0.8875,240,6.790971281,9.451495285,-0.7451694368,time_exit
83,0.51,27,0.6025075393,0.8833333333,240,2.640425063,3.758420483,-0.8229573406,time_exit
84,0,0,0,0,4,-1.008733056,5.900052362,-1.180709117,stoploss
85,0.5,11,0.5328469168,0.6571428571,105,-1.012440006,2.137607671,-5.737952695,stoploss
86,0.25,0,0,0,8,-1.017182784,1.262482428,-3.281007342,stoploss
87,0.6363636364,2,1.206206559,0.5952380952,42,-1.018616693,0.8168073997,-5.066067547,stoploss
88,0,1,0.09530452893,0.2857142857,7,-1.007942044,8.588879445,-1.171010277,stoploss
89,0.625,3,0.7643833046,0.3611111111,36,-1.018374599,1.254985089,-7.0255278,stoploss
90,0.5062761506,30,0.442949025,0.8166666667,240,4.322497737,7.56651089,-0.427970073,time_exit
91,0.4891304348,4,0.822665469,0.07,100,-1.008629358,2.775776845,-3.463249038,stoploss
92,0,0,0,0,1,-1.020944315,2.554104157,-3.358806804,stoploss
93,0.5318181818,40,0.621973393,0.7625,240,6.466806182,7.792792403,-0.7374009704,time_exit
94,1,1,0,0.2,5,-1.023343198,6.706167293,-2.740046805,stoploss
95,0.4924623116,15,1.204115729,0.3507109005,211,-1.010193572,8.216019284,-1.982649815,stoploss
96,0,0,0,0,1,-1.010695636,0.1366664564,-8.676537376,stoploss
97,0,0,0,0,8,-1.013002967,0.06101392346,-8.65897599,stoploss
98,0.5,11,0.7662701939,0.7293233083,133,-1.024802613,4.10548511,-3.361406728,stoploss
99,0.5125,53,0.628672359,0.7833333333,240,3.426147506,8.159886779,-0.4171673464,time_exit
100,0,0,0,0,1,-1.012633117,0.4441026655,-6.702354669,stoploss
101,1,2,0.3486643239,0.2941176471,17,-1.010783433,1.654657839,-3.777795921,stoploss
102,0.3846153846,3,0.3575013883,0.7647058824,17,-1.015348897,1.816925661,-2.603556623,stoploss
103,0.3461538462,6,1.051270815,0.6037735849,53,-1.012742677,1.674600077,-5.367852496,stoploss
104,0,0,0,0,5,-1.016646428,3.438767801,-1.005828378,stoploss
105,0.5789473684,9,0.6337771505,0.6551724138,29,-1.003473809,3.448720365,-1.710271957,stoploss
106,0.484375,7,0.440457067,0.5432098765,81,-1.013573407,2.165637135,-1.955249322,stoploss
107,0.4605263158,10,0.541188553,0.5176470588,85,-1.014827084,2.401369755,-1.346793431,stoploss
108,0.5178571429,8,0.9016741764,0.2878787879,66,-1.011525825,3.93739923,-2.582671461,stoploss
109,0.4615384615,4,0.4601815614,0.5333333333,15,-1.009483134,4.351760341,-2.028891592,stoploss
110,0,0,0,0,3,-1.010796895,4.223985135,-2.688426778,stoploss
111,0,1,1.17737196,0.7142857143,35,-1.006196695,5.130863069,-2.373334004,stoploss
112,0.525,29,0.358604778,1,240,5.703567514,5.876416861,-0.01152328979,time_exit
113,0.5274725275,18,0.4334215671,0.9666666667,240,1.734291606,2.201612066,-0.7839119126,time_exit
114,0.5291666667,34,0.5350404915,0.9833333333,240,3.994876177,4.160923226,-0.01775345809,time_exit
115,0.5193133047,34,0.6091458607,0.9958333333,240,8.41772429,8.709107054,-0.4424701229,time_exit
116,0.5414847162,34,0.6475176039,1,240,9.49509958,9.885252894,-0.7707239135,time_exit
117,0.5,3,0,0.3333333333,9,-1.016292288,10.90186797,-1.30338302,stoploss
118,0,1,0,0.3333333333,3,-1.008071509,9.14232882,-1.89949504,stoploss
119,0.512605042,56,0.4104863268,0.9208333333,240,10.09398049,11.60094107,-0.2312443189,time_exit
120,0.4782608696,5,0.3351794941,0.2424242424,33,-1.014385386,8.032799552,-2.284399299,stoploss
121,1,3,0.4177971952,0.25,32,-1.020201183,2.694103232,-2.257023089,stoploss
122,0.3333333333,3,0.2773676193,0.2857142857,14,-1.011556984,4.596377691,-3.470397236,stoploss
123,0.5583333333,41,0.485252732,1,240,8.716408873,9.398937247,-0.07709622833,time_exit
124,0.5772727273,42,0.478799155,0.9916666667,240,8.498184176,8.683493472,-0.8303859832,time_exit
125,0,0,0,0,6,-1.014699683,7.916829355,-2.713141519,stoploss
126,0,2,1.153406775,0.6666666667,21,-1.017337602,2.360651366,-2.917279635,stoploss
127,0.5481171548,29,0.536566092,1,240,5.006085729,5.547845685,-0.1925724917,time_exit
128,0.5,31,0.687484678,0.875,240,4.511672519,5.326050702,-0.3980631889,time_exit
129,0.3076923077,3,0.6003862685,0.6842105263,19,-1.009488863,4.752195335,-1.603617921,stoploss
130,0.5,5,0.3617499809,0.4375,16,-1.015559139,12.47842944,-1.517016048,stoploss
131,0,0,0,0,7,-1.021248669,3.761014443,-2.718905799,stoploss
132,0,1,0,0.06666666667,15,-1.018266285,3.16006729,-3.350421206,stoploss
133,0.7142857143,3,0.7035640994,0.6,15,-1.024103585,2.256616704,-6.897533967,stoploss
134,0.4285714286,4,0.5284327327,0.5294117647,17,-1.019609808,1.288054786,-6.453691167,stoploss
135,1,1,0,0.07692307692,13,-1.008737865,1.541224983,-4.18812598,stoploss
136,0.4913043478,24,0.533623836,0.6791666667,240,1.248906852,6.304141176,-0.619722718,time_exit
137,0,1,0,0.3333333333,3,-1.014812444,9.410133924,-1.633600942,stoploss
138,0,1,0,0.3333333333,3,-1.00694742,2.021699154,-6.069067416,stoploss
139,0.4444444444,2,0.5792672832,0.3157894737,19,-1.01531103,15.12474532,-1.97001913,stoploss
140,0.5230125523,35,0.6979095736,0.6458333333,240,9.515319294,11.47797993,-0.194921775,time_exit
141,0,0,0,0,4,-1.017917982,9.122812571,-3.834448157,stoploss
142,0,1,0.0678602956,0.25,8,-1.009979455,4.818080985,-4.033695804,stoploss
143,0.4970414201,20,0.255408298,0.6208791209,182,-1.023028617,4.951152655,-1.088625531,stoploss
144,0.4918918919,24,0.7047709255,0.7668393782,193,-1.026060661,5.566783851,-3.577109021,stoploss
145,0.5758928571,37,0.3852360314,0.7375,240,9.136071746,12.48031902,-0.85681807,time_exit
146,0.5087719298,10,0.720081943,0.2032520325,123,-1.010637574,3.624139689,-4.828640393,stoploss
147,0.3333333333,0,0,0,18,-1.02483726,0.8934700866,-9.845624162,stoploss
148,0,0,0,0,1,-1.010238861,0.140784335,-8.6492776,stoploss
149,0.375,3,0.7542023217,0.3888888889,18,-1.006211078,2.38239204,-5.642320663,stoploss
150,0.5583333333,58,0.4135422993,0.8458333333,240,10.70286855,12.7528568,-0.1555706744,time_exit
151,0,1,0,0.1111111111,9,-1.008676236,6.243419164,-1.681454466,stoploss
152,0,0,0,0,2,-1.014795861,9.052953533,-1.192123697,stoploss
153,0,2,0,0.6666666667,3,-1.025984846,7.353711297,-2.701186566,stoploss
154,0.3333333333,1,0.1823752367,0.1666666667,12,-1.011223091,0.6331694112,-5.400177519,stoploss
155,0.5603448276,32,0.5282544765,0.75,240,7.352789028,9.108647024,-0.6587140839,time_exit
156,0.5,25,0.6035573645,0.7109375,128,-1.01772425,4.172661654,-5.10178551,stoploss
157,0.5256410256,33,0.4660194785,0.7541666667,240,7.383647492,10.00149496,-0.4757080329,time_exit
158,0,0,0,0,6,-1.009009022,6.591000161,-1.819822352,stoploss
159,0,0,0,0,1,-1.010949767,0.1888834737,-9.028082555,stoploss
160,0.5227272727,4,0.607583983,0.5,62,-1.019666262,2.65598041,-4.252052816,stoploss
161,0,0,0,0,2,-1.018908587,8.897840798,-1.66935811,stoploss
162,0.5063291139,14,0.563431238,0.8241758242,91,-1.003153533,3.852566203,-7.48123156,stoploss
163,0.4545454545,4,0.3117167473,0.4090909091,22,-1.01681169,0.6766705121,-5.714573538,stoploss
164,0.5280898876,22,0.72865744,0.6764705882,102,-1.010379736,5.575993976,-4.2951346,stoploss
165,0.5384615385,11,0.5410436685,0.8064516129,31,-1.028054116,4.757176553,-3.624324624,stoploss
166,0.5084745763,21,0.290156055,0.1416666667,240,4.912342008,8.594422343,-0.6528511233,time_exit
167,0,1,0,0.5,2,-1.004627101,0.3337296361,-5.903602073,stoploss
168,0.5,4,0.4092653358,0.6666666667,9,-1.015530158,1.283521869,-4.225116474,stoploss
169,0.5666666667,4,0.229212003,0.119047619,42,-1.009753702,2.670075996,-3.643007797,stoploss
170,0.5263157895,12,0.872971915,0.45,240,1.932007917,3.611682347,-0.6711900856,time_exit
171,0,1,0,0.25,4,-1.011384374,0.3035833102,-7.98550599,stoploss
172,0,0,0,0,2,-1.012070617,0.1138086727,-5.337799187,stoploss
173,0.5242718447,18,0.4570952125,0.6333333333,240,-0.1703964402,3.331746269,-0.7244102631,time_exit
174,0.4,4,0.8075391191,0.5128205128,39,-1.010073253,1.308683458,-2.08516338,stoploss
175,0,0,0,0,5,-1.002481959,0.258951071,-6.573055141,stoploss
176,0,2,0.6381788451,0.875,8,-1.004587548,0.3517119833,-3.197010956,stoploss
177,0.5,2,0.2092440822,0.5833333333,12,-1.012614005,0.6848662691,-3.216571264,stoploss
178,0.4952830189,22,0.6499603874,0.4375,240,-0.5181753158,3.509786092,-0.874084659,time_exit
179,0.5550458716,37,0.3572368518,0.9625,240,4.754391474,5.281845476,-0.8649661194,time_exit
180,0.515625,15,0.2383346511,0.6901408451,71,-1.008909707,2.896545611,-1.455846056,stoploss
181,0,1,0.4135928823,0.1764705882,17,-1.01446129,1.274039613,-2.518433582,stoploss
182,0.4705882353,4,0.6428596715,0.25,60,-1.013327579,0.5589743241,-3.364037622,stoploss
183,0,1,0,0.07692307692,13,-1.019036449,2.756759848,-1.8444204,stoploss
184,0,0,0,0,1,-1.005991545,3.5270226,-3.441143794,stoploss
185,0.5833333333,4,0.4343060798,0.5294117647,17,-1.01481475,0.8428812788,-4.47327465,stoploss
186,0.5,5,0.3888432541,0.5625,16,-1.020654492,1.09289201,-5.676393093,stoploss
187,0.5,9,0.1644703756,0.6440677966,59,-1.006325784,1.682658458,-2.33294902,stoploss
188,0,1,0,0.125,8,-1.007989398,0.304211702,-4.824981964,stoploss
189,0.4903225806,16,0.4579701316,0.5680473373,169,-1.015755853,3.784555929,-2.036706618,stoploss
190,0.8,4,0,0.2857142857,14,-1.006495924,0.816714774,-3.202490397,stoploss
191,0,0,0,0,5,-1.015072055,2.383059289,-5.801066322,stoploss
192,0.6666666667,3,0.6347792097,0.4117647059,17,-1.014495434,3.151548921,-1.732204351,stoploss
193,1,3,0,0.3333333333,9,-1.010743371,3.580228223,-3.069918123,stoploss
194,0,2,0.9304143605,0.8181818182,11,-1.006244392,3.665457917,-3.596769608,stoploss
195,0,1,0,0.5,2,-1.002960944,4.803638502,-4.556893151,stoploss
196,0.5,1,0,0.3333333333,3,-1.027556988,5.00742262,-2.005830735,stoploss
197,0,1,0,0.5,2,-1.022658608,3.191464978,-2.750755047,stoploss
198,0.5555555556,3,0.5657219388,0.3333333333,15,-1.005142927,3.421974863,-2.978397434,stoploss
199,1,1,0,0.5,2,-1.011515785,3.27668362,-7.275318349,stoploss
200,1,2,0.5996879056,0.8888888889,18,-1.019903062,1.966941716,-5.255273666,stoploss
201,0.5276595745,15,0.7902770624,0.9583333333,240,2.490731618,3.077977284,-0.4518914018,time_exit
202,0.5,4,0.4276557574,0.52,25,-1.009050916,2.803521077,-2.798995619,stoploss
203,1,0,0,0,3,-1.00968184,2.454786495,-3.91586415,stoploss
204,0.4897959184,10,0.5119793505,0.25,104,-1.024294275,4.185363704,-1.768533239,stoploss
205,0.5268817204,15,0.163324686,0.3189655172,116,-1.006363299,4.520063735,-2.880453568,stoploss
206,0.5046728972,9,0.8527297823,1,129,-1.009402449,1.781402421,-7.208785192,stoploss
207,0.5595238095,19,0.348863567,0.4536082474,97,-1.00841762,4.297662448,-4.813943117,stoploss
208,0.5172413793,5,1.102133146,0.56,75,-1.012071557,1.718989703,-2.906830903,stoploss
209,0,0,0,0,1,-1.013325931,4.045160435,-5.000185501,stoploss
210,0.4468085106,6,0.782637572,0.4923076923,65,-1.019565939,2.515201497,-2.97500107,stoploss
211,0.5541666667,29,0.498779082,0.9458333333,240,5.272652705,6.084996487,-0.2610331352,time_exit
212,0.4285714286,7,0.1001478189,0.5,24,-1.017618598,3.400389367,-4.463069001,stoploss
213,0.5,9,0.4343074266,0.5,24,-1.008515832,4.842102015,-1.277374784,stoploss
214,0.525,32,0.580347596,0.7875,240,3.53562955,5.60311786,-0.1519957989,time_exit
215,0,1,0,0.09090909091,11,-1.003254909,9.826571682,-1.914971737,stoploss
216,0,0,0,0,2,-1.007523909,6.190125439,-1.54171743,stoploss
217,0,0,0,0,6,-1.021776615,4.469886965,-4.041929136,stoploss
218,0,0,0,0,2,-1.010568437,5.369726937,-1.538188017,stoploss
219,0.6470588235,8,0.406291024,0.6216216216,37,-1.016828622,2.735853167,-6.097971492,stoploss
220,0.55,2,0.6533226725,0.375,24,-1.011631858,5.503807322,-4.796202647,stoploss
221,0,0,0,0,5,-1.012140961,6.170643395,-1.344611423,stoploss
222,0.5378151261,45,0.8643550545,0.9083333333,240,10.12767667,11.90744071,-0.6352059808,time_exit
223,0.4536082474,24,0.8405308925,0.6324786325,117,-1.026952891,4.848525588,-4.125788811,stoploss
224,1,3,0.1736974358,0.3636363636,11,-1.00739138,2.742202072,-2.370785214,stoploss
225,0,1,0.6436112031,1,4,-1.021416135,3.684702317,-6.74382807,stoploss
226,0.5058823529,10,1.206304647,0.62,100,-1.014408416,4.072779061,-5.707333864,stoploss
227,0.517699115,18,0.562280632,0.5541666667,240,2.152109322,5.187236819,-0.8810383148,time_exit
228,0.5462184874,27,1.132831958,0.85,240,4.196627482,6.250958164,-0.4687950434,time_exit
229,0.5263157895,3,0.8096190069,0.8684210526,38,-1.008635936,0.9262041439,-2.500103493,stoploss
230,0,0,0,0,1,-1.005383753,6.740458168,-1.07405863,stoploss
231,0.5555555556,2,0.1732425792,0.25,12,-1.011811994,8.071529258,-3.267985017,stoploss
232,0,0,0,0,1,-1.015800522,1.892902564,-3.273868207,stoploss
233,0.5064935065,17,0.511678234,0.5119047619,84,-1.020086542,4.077568076,-6.769164736,stoploss
234,1,2,0,0.5,4,-1.012569088,6.740622263,-1.402351089,stoploss
235,0,0,0,0,1,-1.016831434,3.291747641,-5.543553094,stoploss
236,0.5454545455,4,0,0.1481481481,27,-1.041242112,4.098549428,-2.032777869,stoploss
237,0.5,1,0,0.3333333333,3,-1.008397715,3.701292766,-2.019650392,stoploss
238,0.5454545455,4,0.1548007602,0.1621621622,37,-1.009951477,0.6999205801,-5.257697248,stoploss
239,0.4848484848,7,0.2211704329,0.2025316456,79,-1.010531925,2.082688243,-2.09585315,stoploss
240,0.5333333333,8,0.5249007795,0.6904761905,42,-1.015347976,1.485684078,-4.813125277,stoploss
241,0,2,0.5117164114,0.6666666667,12,-1.006067784,4.279809986,-1.48862956,stoploss
242,0.517699115,20,0.4078953436,0.3708333333,240,0.8755520979,3.399760259,-0.6962678655,time_exit
243,0,0,0,0,3,-1.012999881,0.1160703704,-5.251952119,stoploss
244,0.4853556485,35,0.2645191451,0.6708333333,240,0.6806006112,5.318979566,-0.2831069769,time_exit
245,0.375,3,0,0.1304347826,23,-1.026079352,1.328861517,-4.906474416,stoploss
246,0.5217391304,3,0.1611745364,0.1481481481,27,-1.021745771,1.116709285,-5.184447572,stoploss
247,0,1,0.4734090403,0.2380952381,21,-1.014277416,1.599821979,-1.972537668,stoploss
248,0,0,0,0,2,-1.024017947,6.437810655,-1.556162843,stoploss
249,0.45,7,0.6298211922,0.7307692308,26,-1.023326711,4.845817243,-1.420473917,stoploss
250,0,0,0,0,4,-1.00728408,1.950312417,-4.736473013,stoploss
251,0.5,23,0.816365073,0.6279069767,215,-1.011364711,4.617860898,-1.484988902,stoploss
252,0.6071428571,3,0.0261370366,0.1379310345,29,-1.006031624,4.292505638,-1.290767503,stoploss
253,1,2,0.3456627753,0.5,12,-1.041382163,0.7473131831,-4.651841997,stoploss
254,0.3846153846,4,0.6515484543,0.35,20,-1.022011772,6.458253936,-1.449475193,stoploss
255,0.5,2,0.3646877639,0.3333333333,18,-1.038006102,5.179932759,-1.642376042,stoploss
256,0.3333333333,3,0,0.2142857143,14,-1.012324582,3.82346458,-5.279661355,stoploss
257,0.5833333333,3,0.6799668057,0.4666666667,15,-1.009744747,2.562868518,-4.206482548,stoploss
258,0.5,3,0.4777395172,0.4545454545,11,-1.01923104,1.211555513,-5.078006691,stoploss
259,0.5053191489,22,0.5749841376,0.8838383838,198,-1.021697515,6.039799069,-1.658873618,stoploss
260,0.4,1,0,0.125,8,-1.01350472,2.295091582,-1.599953903,stoploss
261,0.4705882353,5,0.1785754463,0.1935483871,31,-1.026972333,1.070522597,-3.812399761,stoploss
262,0,0,0,0,6,-1.014374812,1.287983153,-3.257332394,stoploss
263,0.5714285714,3,0.1180783234,0.1290322581,31,-1.017922603,0.8023000366,-3.977763519,stoploss
264,0.5,15,0.683106893,0.7541666667,240,2.445558536,3.551797257,-0.7610994123,time_exit
265,0.5,2,0,0.2222222222,9,-1.008699234,0.8660570982,-6.232518046,stoploss
266,0.5648535565,31,0.7351062275,0.775,240,4.825360573,6.058321463,-0.07939520881,time_exit
267,0.5083333333,24,0.703568739,0.7291666667,240,3.133769938,5.273933138,-0.04343016906,time_exit
268,0,0,0,0,2,-1.016638088,0.4194549625,-5.022075595,stoploss
269,0,0,0,0,12,-1.027718893,0.2979781019,-4.753790184,stoploss
270,0.5412844037,16,0.6140087932,0.75,240,0.2731080121,1.893355191,-0.8725897835,time_exit
271,0.5,1,0.5141915446,0.3888888889,18,-1.00554883,1.961203002,-4.418717986,stoploss
272,0.6,5,0.2849363901,0.4117647059,17,-1.013602491,1.476944153,-2.006725381,stoploss
273,0.4117647059,4,0.3002207544,0.1851851852,27,-1.009789807,5.30498775,-2.281025079,stoploss
274,0,0,0,0,3,-1.01120202,6.646244704,-1.760440546,stoploss
275,0,2,0,0.2857142857,7,-1.040207964,0.328759233,-4.685410364,stoploss
276,0,1,0,0.3333333333,3,-1.015144325,1.565923239,-3.222712431,stoploss
277,0.4680851064,8,0.7013838357,0.3288590604,149,-1.011521706,2.128635132,-1.932766135,stoploss
278,0.5323741007,10,0.9418484279,0.5,140,-1.006146944,2.488146355,-4.579473321,stoploss
279,0.5,4,0,0.1212121212,33,-1.017444502,2.465183561,-2.843453813,stoploss
280,0.4,2,0.1513183517,0.1875,16,-1.020472483,2.44156611,-2.028556021,stoploss
281,0.4761904762,9,0.2439535166,0.4333333333,30,-1.027692021,1.693169274,-3.897981599,stoploss
282,0.4545454545,5,0.5972069228,0.1403508772,57,-1.010965664,8.82229832,-1.019806738,stoploss
283,0,1,0,0.25,4,-1.013822533,0.2294540461,-5.523484146,stoploss
284,0,1,0,0.125,8,-1.019619517,0.5503790933,-2.824177899,stoploss
285,0,2,0.149400698,0.3333333333,12,-1.007863195,1.049299639,-5.716542497,stoploss
286,0,0,0,0,6,-1.013298068,1.854341697,-3.122090842,stoploss
287,0.5217391304,5,0.6945687348,0.2521008403,119,-1.016105942,2.415891251,-4.843861959,stoploss
288,0.3870967742,6,1.041903272,0.8387096774,62,-1.014387617,2.901502783,-1.80324801,stoploss
289,0.4951456311,7,0.5616635318,0.1043478261,115,-1.036443817,5.434416234,-1.234802269,stoploss
290,0,0,0,0,5,-1.009897446,6.298075083,-1.37134619,stoploss
291,0.4545454545,2,1.055567922,0.5,32,-1.030636536,1.295089931,-7.104891213,stoploss
292,0.4838709677,4,0.435809347,0.4615384615,39,-1.015905451,1.740056297,-4.561683235,stoploss
293,0,0,0,0,2,-1.021367054,1.523808323,-3.006007121,stoploss
294,0,0,0,0,2,-1.009693203,0.2444841138,-11.28611907,stoploss
295,0,3,0,0.3333333333,9,-1.007197617,4.150625842,-2.072913715,stoploss
296,0.4702702703,26,0.34316871,0.2807881773,203,-1.035572366,3.308230062,-2.35405365,stoploss
297,0.6666666667,1,0,0.1428571429,7,-1.020873376,0.3965941382,-4.991192483,stoploss
298,1,4,0.3166466734,0.5,10,-1.006557771,0.4805909569,-8.932621392,stoploss
299,0,0,0,0,2,-1.017042817,1.308708984,-5.052746887,stoploss
300,0,0,0,0,8,-1.011215531,0.3387090502,-9.625169102,stoploss
301,0.5454545455,3,0.9104550532,0.375,32,-1.012248274,8.155989738,-1.335061894,stoploss
302,0.515625,13,0.5890315409,0.7171717172,99,-1.017239948,7.591323566,-2.402099357,stoploss
303,0,1,0,0.1666666667,6,-1.03355054,0.8527428812,-9.55072027,stoploss
304,0.5,2,0.8706091498,0.92,25,-1.010242461,0.4854926317,-9.466082073,stoploss
305,0,1,0,0.1428571429,7,-1.02276557,2.291287645,-5.392761746,stoploss
306,0.472392638,25,0.4830166367,0.6114285714,175,-1.007707712,5.577814459,-1.176710743,stoploss
307,0,0,0,0,3,-1.021330877,7.497803369,-2.604144603,stoploss
308,0.5714285714,2,0.7438663766,0.7333333333,15,-1.016946596,3.149391098,-3.176148882,stoploss
309,0,0,0,0,1,-1.02466511,3.753449371,-4.571750664,stoploss
310,0,0,0,0,0,-1.012195592,0.03414765662,-8.744239213,stoploss
311,0,0,0,0,0,-1.013112997,0.04410735424,-7.566199389,stoploss
312,0.5777777778,16,0.4920626285,0.7238095238,105,-1.018998557,3.184158169,-7.075062662,stoploss
313,0,0,0,0,5,-1.017808741,6.013418352,-2.420504771,stoploss
314,0.3333333333,2,0,0.5,4,-1.012110308,0.2408605744,-12.98897835,stoploss
315,0.5555555556,10,0.38018744,0.347826087,92,-1.016956717,2.715752065,-3.613565596,stoploss
316,0,0,0,0,10,-1.035760184,2.045482512,-8.599608994,stoploss
317,0.75,2,0.6563494638,0.7777777778,9,-1.021975987,1.844517801,-7.253540614,stoploss
318,0.5238095238,5,0.6230826424,0.44,25,-1.01070023,8.123120996,-1.008290933,stoploss
319,0.619047619,7,0.616956649,0.6941176471,85,-1.009285301,1.829204246,-3.463417177,stoploss
320,1,2,0.3046971125,0.5,6,-1.010416995,1.984437605,-3.734492815,stoploss
321,0.4933333333,16,0.391649997,0.85,80,-1.018494583,3.515058717,-2.727407057,stoploss
322,0.5,7,0.3115778235,0.4594594595,37,-1.02854148,1.265338947,-8.139078718,stoploss
323,0.4117647059,4,0.1952215976,0.5416666667,24,-1.007084655,0.583303241,-7.304279046,stoploss
324,0.6,4,0.4328772225,0.5416666667,24,-1.008906939,0.9387913426,-5.814449606,stoploss
325,0,1,0.4407968806,0.5555555556,9,-1.019446921,0.307261355,-7.743764023,stoploss
326,0,1,0,0.05263157895,19,-1.009725725,0.3258117826,-7.744918892,stoploss
327,1,0,0,0,6,-1.011510699,0.2062333505,-6.216736485,stoploss
