trade_id,cluster_id
1,1
2,1
3,5
4,0
5,5
6,5
7,1
8,5
9,5
10,1
11,0
12,0
13,5
14,5
15,1
16,0
17,1
18,5
19,1
20,4
21,0
22,1
23,0
24,1
25,1
26,0
27,5
28,0
29,5
30,3
31,3
32,0
33,2
34,1
35,1
36,4
37,1
38,5
39,5
40,5
41,5
42,0
43,4
44,0
45,0
46,0
47,1
48,0
49,5
50,2
51,0
52,1
53,5
54,4
55,1
56,3
57,1
58,4
59,1
60,0
61,2
62,0
63,0
64,2
65,0
66,2
67,2
68,4
69,4
70,4
71,1
72,1
73,5
74,2
75,0
76,1
77,5
78,2
79,5
80,5
81,0
82,2
83,2
84,1
85,0
86,1
87,4
88,1
89,0
90,2
91,0
92,1
93,2
94,5
95,4
96,1
97,1
98,4
99,2
100,1
101,5
102,0
103,4
104,1
105,0
106,0
107,0
108,4
109,0
110,1
111,4
112,2
113,2
114,2
115,2
116,2
117,5
118,1
119,2
120,5
121,5
122,5
123,2
124,2
125,1
126,4
127,2
128,2
129,0
130,0
131,1
132,1
133,0
134,0
135,5
136,2
137,1
138,1
139,0
140,2
141,1
142,1
143,0
144,2
145,2
146,0
147,5
148,1
149,0
150,2
151,1
152,1
153,3
154,5
155,2
156,2
157,2
158,1
159,1
160,0
161,1
162,0
163,0
164,2
165,0
166,5
167,3
168,0
169,5
170,4
171,1
172,1
173,0
174,4
175,1
176,3
177,0
178,0
179,2
180,0
181,1
182,0
183,1
184,1
185,0
186,0
187,0
188,1
189,0
190,5
191,1
192,0
193,5
194,3
195,3
196,5
197,3
198,0
199,5
200,0
201,4
202,0
203,5
204,0
205,5
206,4
207,0
208,4
209,1
210,4
211,2
212,5
213,0
214,2
215,1
216,1
217,1
218,1
219,0
220,0
221,1
222,2
223,2
224,5
225,3
226,4
227,0
228,4
229,4
230,1
231,5
232,1
233,0
234,5
235,1
236,5
237,5
238,5
239,5
240,0
241,3
242,0
243,1
244,2
245,5
246,5
247,3
248,1
249,0
250,1
251,2
252,5
253,0
254,0
255,5
256,5
257,0
258,0
259,2
260,5
261,5
262,1
263,5
264,0
265,5
266,2
267,2
268,1
269,1
270,0
271,0
272,5
273,5
274,1
275,1
276,1
277,0
278,4
279,5
280,5
281,0
282,0
283,1
284,1
285,3
286,1
287,0
288,4
289,5
290,1
291,4
292,0
293,1
294,1
295,1
296,0
297,5
298,0
299,1
300,1
301,4
302,0
303,1
304,4
305,1
306,2
307,1
308,4
309,1
310,1
311,1
312,0
313,1
314,5
315,0
316,1
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,3
326,1
327,5
328,0
329,0
330,1
331,5
332,0
333,1
334,3
335,1
336,5
337,5
338,4
339,0
340,0
341,5
342,1
343,1
344,2
345,4
346,0
347,5
348,4
349,5
350,5
351,4
352,0
353,4
354,3
355,1
356,1
357,1
358,4
359,1
360,1
361,3
362,1
363,5
364,1
365,1
366,5
367,5
368,0
369,0
370,5
371,4
372,4
373,0
374,4
375,4
376,0
377,0
378,4
379,0
380,1
381,0
382,0
383,1
384,5
385,5
386,0
387,5
388,4
389,1
390,3
391,0
392,0
393,0
394,0
395,3
396,5
397,0
398,1
399,5
400,5
401,2
402,0
403,1
404,3
405,5
406,5
407,0
408,2
409,0
410,2
411,2
412,0
413,0
414,2
415,0
416,0
417,2
418,2
419,0
420,3
421,0
422,1
423,0
424,1
425,3
426,0
427,4
428,1
429,0
430,3
431,0
432,0
433,5
434,4
435,0
436,1
437,0
438,5
439,3
440,0
441,2
442,0
443,2
444,2
445,2
446,5
447,1
448,0
449,1
450,5
451,5
452,2
453,3
454,3
455,0
456,5
457,1
458,0
459,1
460,0
461,0
462,0
463,1
464,0
465,0
466,5
467,5
468,1
469,1
470,1
471,0
472,4
473,4
474,5
475,5
476,1
477,4
478,0
479,0
480,0
481,2
482,3
483,1
484,3
485,1
486,0
487,5
488,3
489,2
490,1
491,4
492,0
493,5
494,5
495,1
496,1
497,5
498,5
499,5
500,1
501,0
502,5
503,1
504,4
505,5
506,4
507,1
508,3
509,3
510,2
511,1
512,0
513,5
514,0
515,5
516,2
517,1
518,1
519,0
520,1
521,5
522,4
523,3
524,1
525,1
526,1
527,4
528,1
529,1
530,1
531,5
532,2
533,1
534,2
535,2
536,0
537,2
538,2
539,2
540,5
541,2
542,5
543,0
544,1
545,4
546,1
547,1
548,5
549,1
550,0
551,0
552,0
553,2
554,0
555,1
556,5
557,1
558,0
559,2
560,0
561,3
562,1
563,0
564,3
565,0
566,0
567,5
568,0
569,0
570,4
571,1
572,0
573,3
574,0
575,4
576,1
577,0
578,3
579,5
580,5
581,5
582,0
583,4
584,1
585,5
586,0
587,1
588,2
589,2
590,2
591,2
592,2
593,0
594,0
595,0
596,0
597,5
598,5
599,0
600,0
