config_id,fold_id,segment,calendar_year,n_trades,roi_pct,max_dd_base_pct,dd_at_0p40_pct,days_breaching_daily_5pct,roi_dd_ratio
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,1,search,2010,278,-0.1238166465098639,0.1455955321255455,0.1164764257004364,0,-0.8504151514972185
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,2,search,2011,253,-0.025948889025047772,0.10078642027415995,0.08062913621932796,0,-0.2574641400543984
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,3,search,2012,279,0.10014845636561276,0.05514439851800616,0.04411551881440493,0,1.816112951760849
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,4,search,2013,259,0.0186631013501819,0.1025678582398353,0.08205428659186825,0,0.18195857523457112
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,5,search,2014,279,-0.1981307908991099,0.22056951589047002,0.17645561271237603,0,-0.8982691470270865
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,6,search,2015,266,-0.029644991862204595,0.08357991474559161,0.06686393179647329,0,-0.3546903816836952
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,7,search,2016,247,-0.07885961577121026,0.1310375543406786,0.10483004347254288,0,-0.6018092764932618
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,8,search,2017,272,0.007867581063159657,0.10965324281259357,0.08772259425007486,0,0.07174964334256854
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,9,search,2018,332,-0.21078078257764932,0.25769701551396784,0.20615761241117428,0,-0.8179403325927321
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,10,search,2019,291,-0.09404580986740907,0.15939896527186176,0.1275191722174894,0,-0.5900026371376371
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,11,search,2020,289,0.013888509954764094,0.10824713052759836,0.0865977044220787,0,0.12830372396082243
A1::full::sl_partial_close_1r_runner_trail::sl2.5::exp2,12,holdout,2021,1507,-0.11079567528543233,0.2913765377385212,0.23310123019081697,0,-0.38024913105687125
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,1,search,2010,413,-0.09166397855665764,0.12884587095013567,0.10307669676010854,0,-0.7114234851354476
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,2,search,2011,418,-0.0374741545633418,0.13511423601439895,0.10809138881151917,0,-0.27735163716833083
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,3,search,2012,404,0.09529257109478873,0.06331406273575195,0.05065125018860156,0,1.5050774974353252
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,4,search,2013,407,0.036410824110097106,0.14347990645977796,0.11478392516782238,0,0.2537694999146395
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,5,search,2014,402,-0.2429895958583177,0.2836706290333811,0.2269365032267049,0,-0.8565906054014629
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,6,search,2015,365,-0.027282364353011124,0.10497882895116724,0.08398306316093379,0,-0.2598844417068321
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,7,search,2016,384,-0.14896481318502863,0.17928784854097501,0.14343027883278,0,-0.8308695452440757
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,8,search,2017,407,-0.03279543895593351,0.1591251789008374,0.12730014312066992,0,-0.2060983634549172
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,9,search,2018,521,-0.21550793038350247,0.2805380655796188,0.22443045246369506,0,-0.7681949682594489
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,10,search,2019,441,-0.23058815232174068,0.3051756875293163,0.24414055002345303,0,-0.7555914895730006
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,11,search,2020,448,0.034661892242647596,0.10797804853553261,0.0863824388284261,0,0.32100869308858937
A1::full::sl_partial_close_1r_runner_trail::sl2.5::expinf,12,holdout,2021,2458,-0.24681015197129197,0.37972297198529004,0.30377837758823206,0,-0.649974244857783
