config_id,verdict,primary_failure_mode,worst_fold_ratio,mean_fold_ratio,worst_fold_roi_base_pct,worst_fold_dd_base_pct,worst_fold_dd_at_0p40_pct,n_negative_folds,min_trades_per_fold,chained_max_dd_base_pct,k_safe,r_safe_pct,scalable_to_safe,scalable_to_hard,worst_fold_roi_at_r_safe_pct,chained_max_dd_at_r_safe_pct,daily_dd_breaches_at_r_safe,holdout_roi_pct,holdout_dd_base_pct,holdout_n_trades,per_day_max_dd_path
A3::cl0::sl_partial_close_1r_runner_trail::sl3.5::n5::exp2,fail,step5_chained_dd_above_gate,-0.6144233009627034,0.07042847828945052,-0.0392652515547377,0.07887750566537122,0.06310200453229697,5,0,0.28490069604293744,1.0142308548572876,0.005071154274286438,True,True,-0.03982402965054806,0.2889550764970647,0,-0.12572482990838463,0.1822557355023928,438,C:\Users\panap\Documents\Forex-Backtester\.claude\worktrees\clever-jemison-051222\results\arc_7_v3.0_exit_extraction\step_5\per_day_max_dd__A3__cl0__sl_partial_close_1r_runner_trail__sl3.5__n5__exp2.parquet
A3::cl0::sl_plus_tp_3r::sl3.5::n5::exp2,fail,step5_chained_dd_above_gate,-0.6344735257396364,0.034603218673909295,-0.07250609018709564,0.13337346704943315,0.10669877363954652,7,0,0.3850297386458567,0.5998194526228297,0.002999097263114148,True,True,-0.043490563327845226,0.23094832707806892,0,-0.1032104414845123,0.2049066822841868,256,C:\Users\panap\Documents\Forex-Backtester\.claude\worktrees\clever-jemison-051222\results\arc_7_v3.0_exit_extraction\step_5\per_day_max_dd__A3__cl0__sl_plus_tp_3r__sl3.5__n5__exp2.parquet
A3::cl0::sl_partial_close_1r_runner_trail::sl3.0::n5::exp2,fail,step5_chained_dd_above_gate,-0.6673565537655092,0.18034980558125913,-0.054918913355174404,0.09623408824745766,0.07698727059796613,6,0,0.4405940573385127,0.8313062601506328,0.004156531300753164,True,True,-0.04565443647282667,0.36626859805067247,0,-0.276304417477789,0.31603827679933383,504,C:\Users\panap\Documents\Forex-Backtester\.claude\worktrees\clever-jemison-051222\results\arc_7_v3.0_exit_extraction\step_5\per_day_max_dd__A3__cl0__sl_partial_close_1r_runner_trail__sl3.0__n5__exp2.parquet
