cluster,n,mean_R,p25_R,p50_R,p75_R,mfe_p50,mae_p50,bars_held_mean,drawdown_depth_mean,recovery_shape_mean,peaks_mean,close_r_mono_mean,ttp_rel_mean,dominant_shape_tag
0,2266,2.0041477622069,-1.0000000000000002,-0.17590562439477617,4.307073114131456,4.661919364306694,-0.9775374660909484,179.66063548102383,4.204448976825595,0.1005248245302139,45.96248896734333,0.5167508933919983,0.6365947302105294,choppy
1,4752,-0.9950181353169736,-1.0000000000000056,-1.0000000000000002,-0.9999999999999946,0.4715434549305181,-1.1587792430161015,18.234848484848484,1.44562109749976,-5.236381396596559,4.285984848484849,0.36057665224646995,0.2856809490355411,mixed
