trade_id,X,truncated_at_bar,sl_triggered,peak_mfe_bar_X,peak_mfe_X,peak_mfe_atr,final_r_X,reached_1R_X,wrong_way_pre_peak_X,mono_pre_peak_X,cluster_id
1,0.5,0,True,0,-1.247377015,-0.6236885076,-1,False,True,0,1
1,1,1,True,0,-0.6236885076,-0.6236885076,-1,False,False,0,1
1,1.5,1,True,0,-0.4157923384,-0.6236885076,-1,False,False,0,1
1,2,1,True,0,-0.3118442538,-0.6236885076,-1,False,False,0,1
1,3,8,True,0,-0.2078961692,-0.6236885076,-1,False,False,0,1
1,4,9,True,0,-0.1559221269,-0.6236885076,-1,False,False,0,1
2,0.5,1,True,0,-0.598367106,-0.299183553,-1,False,False,0,1
2,1,1,True,0,-0.299183553,-0.299183553,-1,False,False,0,1
2,1.5,2,True,0,-0.199455702,-0.299183553,-1,False,False,0,1
2,2,8,True,0,-0.1495917765,-0.299183553,-1,False,False,0,1
2,3,240,False,60,2.051991908,6.155975724,-0.2824752219,True,False,0.5789473684,1
2,4,240,False,60,1.538993931,6.155975724,-0.2118564165,True,False,0.5789473684,1
3,0.5,16,True,9,5.65638192,2.82819096,-1,True,False,0.8888888889,2
3,1,21,True,9,2.82819096,2.82819096,-1,True,False,0.8888888889,2
3,1.5,26,True,9,1.88546064,2.82819096,-1,True,False,0.8888888889,2
3,2,28,True,9,1.41409548,2.82819096,-1,True,False,0.8888888889,2
3,3,30,True,9,0.94273032,2.82819096,-1,False,False,0.8888888889,2
3,4,30,True,9,0.70704774,2.82819096,-1,False,False,0.8888888889,2
4,0.5,6,True,3,2.39086315,1.195431575,-1,True,False,0.6666666667,2
4,1,30,True,19,2.477488626,2.477488626,-1,True,False,0.5384615385,2
4,1.5,30,True,19,1.651659084,2.477488626,-1,True,False,0.5384615385,2
4,2,31,True,19,1.238744313,2.477488626,-1,True,False,0.5384615385,2
4,3,48,True,19,0.825829542,2.477488626,-1,False,False,0.5384615385,2
4,4,57,True,19,0.6193721565,2.477488626,-1,False,False,0.5384615385,2
5,0.5,25,True,6,5.346350176,2.673175088,-1,True,False,0.6666666667,2
5,1,25,True,6,2.673175088,2.673175088,-1,True,False,0.6666666667,2
5,1.5,30,True,6,1.782116725,2.673175088,-1,True,False,0.6666666667,2
5,2,30,True,6,1.336587544,2.673175088,-1,True,False,0.6666666667,2
5,3,31,True,6,0.8910583627,2.673175088,-1,False,False,0.6666666667,2
5,4,77,True,6,0.668293772,2.673175088,-1,False,False,0.6666666667,2
6,0.5,0,True,0,-1.806837106,-0.9034185528,-1,False,True,0,2
6,1,0,True,0,-0.9034185528,-0.9034185528,-1,False,True,0,2
6,1.5,20,True,8,0.7097826051,1.064673908,-1,False,False,1,2
6,2,22,True,8,0.5323369538,1.064673908,-1,False,False,1,2
6,3,23,True,8,0.3548913025,1.064673908,-1,False,False,1,2
6,4,83,True,8,0.2661684769,1.064673908,-1,False,False,1,2
7,0.5,0,True,0,0.2944381025,0.1472190513,-1,False,True,0,1
7,1,4,True,0,0.1472190513,0.1472190513,-1,False,False,0,1
7,1.5,5,True,0,0.09814603417,0.1472190513,-1,False,False,0,1
7,2,5,True,0,0.07360952563,0.1472190513,-1,False,False,0,1
7,3,6,True,0,0.04907301709,0.1472190513,-1,False,False,0,1
7,4,7,True,0,0.03680476282,0.1472190513,-1,False,False,0,1
8,0.5,1,True,0,-0.42137658,-0.21068829,-1,False,False,0,2
8,1,9,True,4,0.50201037,0.50201037,-1,False,False,1,2
8,1.5,11,True,4,0.33467358,0.50201037,-1,False,False,1,2
8,2,11,True,4,0.251005185,0.50201037,-1,False,False,1,2
8,3,23,True,4,0.16733679,0.50201037,-1,False,False,1,2
8,4,25,True,4,0.1255025925,0.50201037,-1,False,False,1,2
9,0.5,1,True,1,1.288952836,0.6444764182,-1,True,True,1,1
9,1,6,True,1,0.6444764182,0.6444764182,-1,False,False,1,1
9,1.5,13,True,1,0.4296509455,0.6444764182,-1,False,False,1,1
9,2,13,True,1,0.3222382091,0.6444764182,-1,False,False,1,1
9,3,14,True,1,0.2148254727,0.6444764182,-1,False,False,1,1
9,4,29,True,1,0.1611191046,0.6444764182,-1,False,False,1,1
10,0.5,1,True,0,0.4562640012,0.2281320006,-1,False,False,0,1
10,1,4,True,0,0.2281320006,0.2281320006,-1,False,False,0,1
10,1.5,6,True,0,0.1520880004,0.2281320006,-1,False,False,0,1
10,2,6,True,0,0.1140660003,0.2281320006,-1,False,False,0,1
10,3,13,True,0,0.0760440002,0.2281320006,-1,False,False,0,1
10,4,13,True,0,0.05703300015,0.2281320006,-1,False,False,0,1
11,0.5,8,True,3,2.689506749,1.344753375,-1,True,False,0.3333333333,2
11,1,38,True,17,1.540818843,1.540818843,-1,True,False,0.4,2
11,1.5,39,True,17,1.027212562,1.540818843,-1,True,False,0.4,2
11,2,40,True,17,0.7704094214,1.540818843,-1,False,False,0.4,2
11,3,41,True,17,0.5136062809,1.540818843,-1,False,False,0.4,2
11,4,240,False,225,4.571841801,18.28736721,3.036350824,True,False,0.5265700483,2
12,0.5,0,True,0,-1.139248347,-0.5696241736,-1,False,True,0,2
12,1,8,True,6,0.4675607622,0.4675607622,-1,False,False,1,2
12,1.5,10,True,6,0.3117071748,0.4675607622,-1,False,False,1,2
12,2,12,True,6,0.2337803811,0.4675607622,-1,False,False,1,2
12,3,25,True,13,0.1889552343,0.566865703,-1,False,False,1,2
12,4,37,True,13,0.1417164258,0.566865703,-1,False,False,1,2
13,0.5,0,True,0,-1.279159132,-0.639579566,-1,False,True,0,2
13,1,8,True,2,0.5419338306,0.5419338306,-1,False,False,1,2
13,1.5,8,True,2,0.3612892204,0.5419338306,-1,False,False,1,2
13,2,8,True,2,0.2709669153,0.5419338306,-1,False,False,1,2
13,3,11,True,2,0.1806446102,0.5419338306,-1,False,False,1,2
13,4,12,True,2,0.1354834576,0.5419338306,-1,False,False,1,2
14,0.5,0,True,0,0.3461049681,0.173052484,-1,False,True,0,2
14,1,5,True,3,0.6705783756,0.6705783756,-1,False,False,1,2
14,1.5,6,True,3,0.4470522504,0.6705783756,-1,False,False,1,2
14,2,7,True,3,0.3352891878,0.6705783756,-1,False,False,1,2
14,3,11,True,3,0.2235261252,0.6705783756,-1,False,False,1,2
14,4,68,True,36,1.321147558,5.284590232,-1,True,False,0.75,2
15,0.5,0,True,0,-1.402734138,-0.7013670688,-1,False,True,0,1
15,1,1,True,0,-0.7013670688,-0.7013670688,-1,False,False,0,1
15,1.5,1,True,0,-0.4675780459,-0.7013670688,-1,False,False,0,1
15,2,2,True,0,-0.3506835344,-0.7013670688,-1,False,False,0,1
15,3,4,True,0,-0.2337890229,-0.7013670688,-1,False,False,0,1
15,4,5,True,0,-0.1753417672,-0.7013670688,-1,False,False,0,1
16,0.5,1,True,0,-0.4591909128,-0.2295954564,-1,False,False,0,2
16,1,1,True,0,-0.2295954564,-0.2295954564,-1,False,False,0,2
16,1.5,36,True,18,2.791082157,4.186623236,-1,True,False,0.5833333333,2
16,2,37,True,18,2.093311618,4.186623236,-1,True,False,0.5833333333,2
16,3,104,True,74,3.061938247,9.18581474,-1,True,False,0.5344827586,2
16,4,105,True,74,2.296453685,9.18581474,-1,True,False,0.5344827586,2
17,0.5,0,True,0,-0.06869561236,-0.03434780618,-1,False,True,0,1
17,1,0,True,0,-0.03434780618,-0.03434780618,-1,False,True,0,1
17,1.5,5,True,0,-0.02289853745,-0.03434780618,-1,False,False,0,1
17,2,7,True,0,-0.01717390309,-0.03434780618,-1,False,False,0,1
17,3,7,True,0,-0.01144926873,-0.03434780618,-1,False,False,0,1
17,4,8,True,0,-0.008586951545,-0.03434780618,-1,False,False,0,1
18,0.5,0,True,0,-0.1186158205,-0.05930791024,-1,False,True,0,2
18,1,6,True,2,0.4512558388,0.4512558388,-1,False,False,1,2
18,1.5,7,True,2,0.3008372259,0.4512558388,-1,False,False,1,2
18,2,7,True,2,0.2256279194,0.4512558388,-1,False,False,1,2
18,3,7,True,2,0.1504186129,0.4512558388,-1,False,False,1,2
18,4,8,True,2,0.1128139597,0.4512558388,-1,False,False,1,2
19,0.5,1,True,0,0.8359430352,0.4179715176,-1,False,False,0,1
19,1,1,True,0,0.4179715176,0.4179715176,-1,False,False,0,1
19,1.5,1,True,0,0.2786476784,0.4179715176,-1,False,False,0,1
19,2,1,True,0,0.2089857588,0.4179715176,-1,False,False,0,1
19,3,2,True,0,0.1393238392,0.4179715176,-1,False,False,0,1
19,4,73,True,26,0.5601680135,2.240672054,-1,False,False,0.7142857143,1
20,0.5,79,True,20,16.13732723,8.068663616,-1,True,False,0.7,2
20,1,79,True,20,8.068663616,8.068663616,-1,True,False,0.7,2
20,1.5,80,True,20,5.379109077,8.068663616,-1,True,False,0.7,2
20,2,81,True,20,4.034331808,8.068663616,-1,True,False,0.7,2
20,3,83,True,20,2.689554539,8.068663616,-1,True,False,0.7,2
20,4,88,True,20,2.017165904,8.068663616,-1,True,False,0.7,2
21,0.5,4,True,1,2.067709392,1.033854696,-1,True,False,1,2
21,1,4,True,1,1.033854696,1.033854696,-1,True,False,1,2
21,1.5,8,True,1,0.689236464,1.033854696,-1,False,False,1,2
21,2,87,True,30,2.119164641,4.238329282,-1,True,False,0.5714285714,2
21,3,89,True,30,1.412776427,4.238329282,-1,True,False,0.5714285714,2
21,4,104,True,30,1.05958232,4.238329282,-1,True,False,0.5714285714,2
22,0.5,1,True,0,0.094300907,0.0471504535,-1,False,False,0,1
22,1,1,True,0,0.0471504535,0.0471504535,-1,False,False,0,1
22,1.5,1,True,0,0.03143363567,0.0471504535,-1,False,False,0,1
22,2,2,True,0,0.02357522675,0.0471504535,-1,False,False,0,1
22,3,6,True,0,0.01571681783,0.0471504535,-1,False,False,0,1
22,4,55,True,27,0.2531530301,1.01261212,-1,False,False,1,1
23,0.5,0,True,0,-1.350035091,-0.6750175456,-1,False,True,0,2
23,1,0,True,0,-0.6750175456,-0.6750175456,-1,False,True,0,2
23,1.5,6,True,5,0.03620783769,0.05431175654,-1,False,False,0,2
23,2,12,True,10,0.128020569,0.256041138,-1,False,False,1,2
23,3,13,True,10,0.085347046,0.256041138,-1,False,False,1,2
23,4,18,True,10,0.0640102845,0.256041138,-1,False,False,1,2
24,0.5,0,True,0,-1.490361512,-0.7451807558,-1,False,True,0,1
24,1,0,True,0,-0.7451807558,-0.7451807558,-1,False,True,0,1
24,1.5,0,True,0,-0.4967871705,-0.7451807558,-1,False,True,0,1
24,2,0,True,0,-0.3725903779,-0.7451807558,-1,False,True,0,1
24,3,234,True,156,2.566733715,7.700201144,-1,True,False,0.5789473684,1
24,4,235,True,156,1.925050286,7.700201144,-1,True,False,0.5789473684,1
25,0.5,0,True,0,-2.804560944,-1.402280472,-1,False,True,0,1
25,1,0,True,0,-1.402280472,-1.402280472,-1,False,True,0,1
25,1.5,0,True,0,-0.934853648,-1.402280472,-1,False,True,0,1
25,2,0,True,0,-0.701140236,-1.402280472,-1,False,True,0,1
25,3,12,True,5,0.2312994707,0.693898412,-1,False,False,1,1
25,4,240,True,163,2.207768809,8.831075236,-1,True,False,0.5701754386,1
26,0.5,0,True,0,-1.419885912,-0.7099429562,-1,False,True,0,2
26,1,0,True,0,-0.7099429562,-0.7099429562,-1,False,True,0,2
26,1.5,0,True,0,-0.4732953041,-0.7099429562,-1,False,True,0,2
26,2,35,True,21,1.444905928,2.889811856,-1,True,False,0.6428571429,2
26,3,79,True,21,0.9632706187,2.889811856,-1,False,False,0.6428571429,2
26,4,81,True,21,0.722452964,2.889811856,-1,False,False,0.6428571429,2
27,0.5,0,True,0,-0.7675227896,-0.3837613948,-1,False,True,0,2
27,1,43,True,12,4.291790278,4.291790278,-1,True,False,0.75,2
27,1.5,43,True,12,2.861193519,4.291790278,-1,True,False,0.75,2
27,2,43,True,12,2.145895139,4.291790278,-1,True,False,0.75,2
27,3,45,True,12,1.430596759,4.291790278,-1,True,False,0.75,2
27,4,46,True,12,1.072947569,4.291790278,-1,True,False,0.75,2
28,0.5,0,True,0,0.441601404,0.220800702,-1,False,True,0,2
28,1,16,True,11,2.109873374,2.109873374,-1,True,False,0.5555555556,2
28,1.5,16,True,11,1.406582249,2.109873374,-1,True,False,0.5555555556,2
28,2,16,True,11,1.054936687,2.109873374,-1,True,False,0.5555555556,2
28,3,17,True,11,0.7032911247,2.109873374,-1,False,False,0.5555555556,2
28,4,17,True,11,0.5274683435,2.109873374,-1,False,False,0.5555555556,2
29,0.5,0,True,0,-1.243085761,-0.6215428806,-1,False,True,0,2
29,1,1,True,1,0.5648045264,0.5648045264,-1,False,True,0,2
29,1.5,6,True,1,0.3765363509,0.5648045264,-1,False,False,0,2
29,2,6,True,1,0.2824022632,0.5648045264,-1,False,False,0,2
29,3,8,True,1,0.1882681755,0.5648045264,-1,False,False,0,2
29,4,9,True,1,0.1412011316,0.5648045264,-1,False,False,0,2
30,0.5,0,True,0,-1.114316665,-0.5571583326,-1,False,True,0,1
30,1,4,True,2,-0.1335043928,-0.1335043928,-1,False,False,0,1
30,1.5,4,True,2,-0.08900292852,-0.1335043928,-1,False,False,0,1
30,2,6,True,2,-0.06675219639,-0.1335043928,-1,False,False,0,1
30,3,44,True,31,-0.01720723285,-0.05162169854,-1,False,False,0,1
30,4,44,True,31,-0.01290542463,-0.05162169854,-1,False,False,0,1
31,0.5,0,True,0,-1.499030754,-0.7495153768,-1,False,True,0,1
31,1,4,True,2,-0.04095712442,-0.04095712442,-1,False,False,0,1
31,1.5,4,True,2,-0.02730474961,-0.04095712442,-1,False,False,0,1
31,2,5,True,2,-0.02047856221,-0.04095712442,-1,False,False,0,1
31,3,8,True,2,-0.01365237481,-0.04095712442,-1,False,False,0,1
31,4,51,True,42,0.491485493,1.965941972,-1,False,False,0.52,1
32,0.5,0,True,0,-0.7089312164,-0.3544656082,-1,False,True,0,2
32,1,14,True,9,2.323718988,2.323718988,-1,True,False,0.5,2
32,1.5,15,True,9,1.549145992,2.323718988,-1,True,False,0.5,2
32,2,15,True,9,1.161859494,2.323718988,-1,True,False,0.5,2
32,3,19,True,9,0.774572996,2.323718988,-1,False,False,0.5,2
32,4,40,True,9,0.580929747,2.323718988,-1,False,False,0.5,2
33,0.5,8,True,1,2.128165267,1.064082633,-1,True,False,0,0
33,1,51,True,15,4.246422874,4.246422874,-1,True,False,0.5833333333,0
33,1.5,61,True,15,2.830948583,4.246422874,-1,True,False,0.5833333333,0
33,2,240,False,206,5.555224698,11.1104494,3.781753642,True,False,0.5396825397,0
33,3,240,False,206,3.703483132,11.1104494,2.521169095,True,False,0.5396825397,0
33,4,240,False,206,2.777612349,11.1104494,1.890876821,True,False,0.5396825397,0
34,0.5,2,True,0,0.6245685004,0.3122842502,-1,False,False,0,1
34,1,2,True,0,0.3122842502,0.3122842502,-1,False,False,0,1
34,1.5,3,True,0,0.2081895001,0.3122842502,-1,False,False,0,1
34,2,4,True,0,0.1561421251,0.3122842502,-1,False,False,0,1
34,3,43,True,30,0.533485594,1.600456782,-1,False,False,0.7272727273,1
34,4,52,True,30,0.4001141955,1.600456782,-1,False,False,0.7272727273,1
35,0.5,2,True,0,0.6487445192,0.3243722596,-1,False,False,0,1
35,1,2,True,0,0.3243722596,0.3243722596,-1,False,False,0,1
35,1.5,2,True,0,0.2162481731,0.3243722596,-1,False,False,0,1
35,2,3,True,0,0.1621861298,0.3243722596,-1,False,False,0,1
35,3,4,True,0,0.1081240865,0.3243722596,-1,False,False,0,1
35,4,240,False,240,5.954459475,23.8178379,5.954459475,True,False,0.5694444444,1
36,0.5,0,True,0,-0.1041228395,-0.05206141974,-1,False,True,0,2
36,1,57,True,41,3.61979989,3.61979989,-1,True,False,0.5454545455,2
36,1.5,57,True,41,2.413199927,3.61979989,-1,True,False,0.5454545455,2
36,2,57,True,41,1.809899945,3.61979989,-1,True,False,0.5454545455,2
36,3,58,True,41,1.206599963,3.61979989,-1,True,False,0.5454545455,2
36,4,59,True,41,0.9049499725,3.61979989,-1,False,False,0.5454545455,2
37,0.5,1,True,1,0.3051248624,0.1525624312,-1,False,True,0,1
37,1,8,True,2,1.603861456,1.603861456,-1,True,False,1,1
37,1.5,9,True,2,1.069240971,1.603861456,-1,True,False,1,1
37,2,9,True,2,0.801930728,1.603861456,-1,False,False,1,1
37,3,17,True,2,0.5346204853,1.603861456,-1,False,False,1,1
37,4,34,True,2,0.400965364,1.603861456,-1,False,False,1,1
38,0.5,1,True,1,2.7031757,1.35158785,-1,True,True,0,2
38,1,7,True,2,1.513190745,1.513190745,-1,True,False,1,2
38,1.5,8,True,2,1.00879383,1.513190745,-1,True,False,1,2
38,2,8,True,2,0.7565953725,1.513190745,-1,False,False,1,2
38,3,8,True,2,0.504396915,1.513190745,-1,False,False,1,2
38,4,49,True,2,0.3782976862,1.513190745,-1,False,False,1,2
39,0.5,0,True,0,-0.7563182244,-0.3781591122,-1,False,True,0,2
39,1,23,True,7,1.356923873,1.356923873,-1,True,False,1,2
39,1.5,33,True,7,0.9046159152,1.356923873,-1,False,False,1,2
39,2,35,True,7,0.6784619364,1.356923873,-1,False,False,1,2
39,3,35,True,7,0.4523079576,1.356923873,-1,False,False,1,2
39,4,42,True,7,0.3392309682,1.356923873,-1,False,False,1,2
40,0.5,7,True,2,2.156953002,1.078476501,-1,True,False,1,2
40,1,7,True,2,1.078476501,1.078476501,-1,True,False,1,2
40,1.5,7,True,2,0.7189843339,1.078476501,-1,False,False,1,2
40,2,10,True,2,0.5392382504,1.078476501,-1,False,False,1,2
40,3,28,True,2,0.3594921669,1.078476501,-1,False,False,1,2
40,4,30,True,2,0.2696191252,1.078476501,-1,False,False,1,2
41,0.5,0,True,0,-1.132527553,-0.5662637766,-1,False,True,0,1
41,1,6,True,1,0.2966143592,0.2966143592,-1,False,False,0,1
41,1.5,9,True,1,0.1977429061,0.2966143592,-1,False,False,0,1
41,2,13,True,1,0.1483071796,0.2966143592,-1,False,False,0,1
41,3,25,True,1,0.09887145307,0.2966143592,-1,False,False,0,1
41,4,25,True,1,0.0741535898,0.2966143592,-1,False,False,0,1
42,0.5,5,True,1,0.984695544,0.492347772,-1,False,False,0,2
42,1,5,True,1,0.492347772,0.492347772,-1,False,False,0,2
42,1.5,23,True,20,1.38111082,2.07166623,-1,True,False,0.5384615385,2
42,2,23,True,20,1.035833115,2.07166623,-1,True,False,0.5384615385,2
42,3,240,False,239,4.54846887,13.64540661,4.492970731,True,False,0.5140186916,2
42,4,240,False,239,3.411351653,13.64540661,3.369728048,True,False,0.5140186916,2
43,0.5,2,True,0,0.4044924708,0.2022462354,-1,False,False,0,2
43,1,18,True,9,1.060760867,1.060760867,-1,True,False,0.4285714286,2
43,1.5,21,True,9,0.7071739113,1.060760867,-1,False,False,0.4285714286,2
43,2,21,True,9,0.5303804335,1.060760867,-1,False,False,0.4285714286,2
43,3,22,True,9,0.3535869557,1.060760867,-1,False,False,0.4285714286,2
43,4,23,True,9,0.2651902167,1.060760867,-1,False,False,0.4285714286,2
44,0.5,1,True,0,-0.6396265384,-0.3198132692,-1,False,False,0,2
44,1,3,True,3,0.485158905,0.485158905,-1,False,True,0,2
44,1.5,22,True,17,1.077647433,1.61647115,-1,True,False,0.4,2
44,2,23,True,17,0.8082355749,1.61647115,-1,False,False,0.4,2
44,3,28,True,17,0.5388237166,1.61647115,-1,False,False,0.4,2
44,4,39,True,17,0.4041177874,1.61647115,-1,False,False,0.4,2
45,0.5,0,True,0,-1.282043454,-0.6410217268,-1,False,True,0,2
45,1,3,True,1,0.436222453,0.436222453,-1,False,False,0,2
45,1.5,37,True,18,1.680719373,2.52107906,-1,True,False,0.4615384615,2
45,2,41,True,18,1.26053953,2.52107906,-1,True,False,0.4615384615,2
45,3,240,False,235,4.533573257,13.60071977,4.184049163,True,False,0.4884792627,2
45,4,240,False,235,3.400179942,13.60071977,3.138036872,True,False,0.4884792627,2
46,0.5,1,True,0,-0.1857675558,-0.09288377788,-1,False,False,0,2
46,1,1,True,0,-0.09288377788,-0.09288377788,-1,False,False,0,2
46,1.5,45,True,26,4.783796027,7.17569404,-1,True,False,0.619047619,2
46,2,56,True,26,3.58784702,7.17569404,-1,True,False,0.619047619,2
46,3,56,True,26,2.391898013,7.17569404,-1,True,False,0.619047619,2
46,4,57,True,26,1.79392351,7.17569404,-1,True,False,0.619047619,2
47,0.5,0,True,0,-0.4887093956,-0.2443546978,-1,False,True,0,1
47,1,1,True,0,-0.2443546978,-0.2443546978,-1,False,False,0,1
47,1.5,1,True,0,-0.1629031319,-0.2443546978,-1,False,False,0,1
47,2,2,True,0,-0.1221773489,-0.2443546978,-1,False,False,0,1
47,3,61,True,39,2.292814769,6.878444308,-1,True,False,0.5,1
47,4,62,True,39,1.719611077,6.878444308,-1,True,False,0.5,1
48,0.5,8,True,3,1.970576671,0.9852883356,-1,True,False,0.6666666667,2
48,1,9,True,3,0.9852883356,0.9852883356,-1,False,False,0.6666666667,2
48,1.5,11,True,3,0.6568588904,0.9852883356,-1,False,False,0.6666666667,2
48,2,11,True,3,0.4926441678,0.9852883356,-1,False,False,0.6666666667,2
48,3,14,True,3,0.3284294452,0.9852883356,-1,False,False,0.6666666667,2
48,4,16,True,3,0.2463220839,0.9852883356,-1,False,False,0.6666666667,2
49,0.5,5,True,2,1.006520864,0.503260432,-1,True,False,0.5,1
49,1,7,True,2,0.503260432,0.503260432,-1,False,False,0.5,1
49,1.5,8,True,2,0.3355069547,0.503260432,-1,False,False,0.5,1
49,2,9,True,2,0.251630216,0.503260432,-1,False,False,0.5,1
49,3,12,True,2,0.1677534773,0.503260432,-1,False,False,0.5,1
49,4,20,True,2,0.125815108,0.503260432,-1,False,False,0.5,1
50,0.5,0,True,0,-0.282666336,-0.141333168,-1,False,True,0,0
50,1,1,True,0,-0.141333168,-0.141333168,-1,False,False,0,0
50,1.5,13,True,10,1.079109849,1.618664773,-1,True,False,0.6,0
50,2,240,False,154,8.211990393,16.42398079,4.515994717,True,False,0.5298507463,0
50,3,240,False,154,5.474660262,16.42398079,3.010663145,True,False,0.5298507463,0
50,4,240,False,154,4.105995197,16.42398079,2.257997358,True,False,0.5298507463,0
51,0.5,0,True,0,-0.7891452464,-0.3945726232,-1,False,True,0,2
51,1,6,True,5,0.6934912772,0.6934912772,-1,False,False,1,2
51,1.5,7,True,5,0.4623275181,0.6934912772,-1,False,False,1,2
51,2,7,True,5,0.3467456386,0.6934912772,-1,False,False,1,2
51,3,7,True,5,0.2311637591,0.6934912772,-1,False,False,1,2
51,4,13,True,5,0.1733728193,0.6934912772,-1,False,False,1,2
52,0.5,0,True,0,0.00829438964,0.00414719482,-1,False,True,0,1
52,1,1,True,0,0.00414719482,0.00414719482,-1,False,False,0,1
52,1.5,1,True,0,0.002764796547,0.00414719482,-1,False,False,0,1
52,2,5,True,0,0.00207359741,0.00414719482,-1,False,False,0,1
52,3,14,True,0,0.001382398273,0.00414719482,-1,False,False,0,1
52,4,27,True,0,0.001036798705,0.00414719482,-1,False,False,0,1
53,0.5,5,True,3,1.732572097,0.8662860486,-1,True,False,1,2
53,1,5,True,3,0.8662860486,0.8662860486,-1,False,False,1,2
53,1.5,5,True,3,0.5775240324,0.8662860486,-1,False,False,1,2
53,2,15,True,3,0.4331430243,0.8662860486,-1,False,False,1,2
53,3,17,True,3,0.2887620162,0.8662860486,-1,False,False,1,2
53,4,18,True,3,0.2165715122,0.8662860486,-1,False,False,1,2
54,0.5,2,True,1,2.042039476,1.021019738,-1,True,False,1,2
54,1,2,True,1,1.021019738,1.021019738,-1,True,False,1,2
54,1.5,182,True,111,7.152819104,10.72922866,-1,True,False,0.5631067961,2
54,2,185,True,111,5.364614328,10.72922866,-1,True,False,0.5631067961,2
54,3,187,True,111,3.576409552,10.72922866,-1,True,False,0.5631067961,2
54,4,187,True,111,2.682307164,10.72922866,-1,True,False,0.5631067961,2
55,0.5,0,True,0,1.041904972,0.520952486,-1,True,True,0,1
55,1,1,True,0,0.520952486,0.520952486,-1,False,False,0,1
55,1.5,2,True,0,0.3473016573,0.520952486,-1,False,False,0,1
55,2,3,True,0,0.260476243,0.520952486,-1,False,False,0,1
55,3,26,True,0,0.1736508287,0.520952486,-1,False,False,0,1
55,4,27,True,0,0.1302381215,0.520952486,-1,False,False,0,1
56,0.5,0,True,0,-2.13181135,-1.065905675,-1,False,True,0,1
56,1,0,True,0,-1.065905675,-1.065905675,-1,False,True,0,1
56,1.5,3,True,2,0.3264210195,0.4896315292,-1,False,False,0,1
56,2,5,True,2,0.2448157646,0.4896315292,-1,False,False,0,1
56,3,240,False,205,6.93611084,20.80833252,6.538495113,True,False,0.5906735751,1
56,4,240,False,205,5.20208313,20.80833252,4.903871334,True,False,0.5906735751,1
57,0.5,0,True,0,-2.577287166,-1.288643583,-1,False,True,0,1
57,1,0,True,0,-1.288643583,-1.288643583,-1,False,True,0,1
57,1.5,1,True,0,-0.8590957221,-1.288643583,-1,False,False,0,1
57,2,1,True,0,-0.6443217916,-1.288643583,-1,False,False,0,1
57,3,12,True,2,-0.1735087427,-0.520526228,-1,False,False,0,1
57,4,16,True,2,-0.130131557,-0.520526228,-1,False,False,0,1
58,0.5,0,True,0,-1.578439275,-0.7892196376,-1,False,True,0,0
58,1,0,True,0,-0.7892196376,-0.7892196376,-1,False,True,0,0
58,1.5,240,False,208,9.149101724,13.72365259,8.987360416,True,False,0.5252525253,0
58,2,240,False,208,6.861826293,13.72365259,6.740520312,True,False,0.5252525253,0
58,3,240,False,208,4.574550862,13.72365259,4.493680208,True,False,0.5252525253,0
58,4,240,False,208,3.430913147,13.72365259,3.370260156,True,False,0.5252525253,0
59,0.5,0,True,0,-2.986932575,-1.493466288,-1,False,True,0,1
59,1,0,True,0,-1.493466288,-1.493466288,-1,False,True,0,1
59,1.5,0,True,0,-0.9956441917,-1.493466288,-1,False,True,0,1
59,2,2,True,1,-0.6109634813,-1.221926963,-1,False,False,0,1
59,3,240,False,136,5.167370147,15.50211044,4.793713469,True,False,0.5354330709,1
59,4,240,False,136,3.87552761,15.50211044,3.595285102,True,False,0.5354330709,1
60,0.5,14,True,6,2.995622536,1.497811268,-1,True,False,0.6666666667,2
60,1,17,True,15,1.904296922,1.904296922,-1,True,False,0.4615384615,2
60,1.5,17,True,15,1.269531281,1.904296922,-1,True,False,0.4615384615,2
60,2,23,True,15,0.9521484608,1.904296922,-1,False,False,0.4615384615,2
60,3,23,True,15,0.6347656405,1.904296922,-1,False,False,0.4615384615,2
60,4,24,True,15,0.4760742304,1.904296922,-1,False,False,0.4615384615,2
61,0.5,240,False,229,27.29295128,13.64647564,24.12961731,True,False,0.519650655,0
61,1,240,False,229,13.64647564,13.64647564,12.06480865,True,False,0.519650655,0
61,1.5,240,False,229,9.097650428,13.64647564,8.043205769,True,False,0.519650655,0
61,2,240,False,229,6.823237821,13.64647564,6.032404327,True,False,0.519650655,0
61,3,240,False,229,4.548825214,13.64647564,4.021602885,True,False,0.519650655,0
61,4,240,False,229,3.411618911,13.64647564,3.016202164,True,False,0.519650655,0
62,0.5,24,True,5,8.506061416,4.253030708,-1,True,False,0.8,2
62,1,27,True,5,4.253030708,4.253030708,-1,True,False,0.8,2
62,1.5,217,True,35,5.586489181,8.379733772,-1,True,False,0.5,2
62,2,240,False,35,4.189866886,8.379733772,0.7958641623,True,False,0.5,2
62,3,240,False,35,2.793244591,8.379733772,0.5305761082,True,False,0.5,2
62,4,240,False,35,2.094933443,8.379733772,0.3979320812,True,False,0.5,2
63,0.5,240,False,169,24.37640404,12.18820202,17.35837712,True,False,0.5207100592,2
63,1,240,False,169,12.18820202,12.18820202,8.67918856,True,False,0.5207100592,2
63,1.5,240,False,169,8.125468015,12.18820202,5.786125707,True,False,0.5207100592,2
63,2,240,False,169,6.094101011,12.18820202,4.33959428,True,False,0.5207100592,2
