trade_id,pair,bar_offset,high_r,low_r,close_r,mfe_so_far_r,mae_so_far_r,is_held
AUD_USD_2010-02-18 20:00:00,AUD_USD,35,0.974506968418163,0.5635192469548439,0.6313110360621909,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,36,1.7986009047543725,0.6863918647119206,0.9660329947797357,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,37,1.2011857632458434,0.7245247460847959,0.9215446331780283,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,38,1.7583495299718785,0.7626576274576947,0.8940042188531752,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,39,1.1270384939096878,0.2626931827909843,0.5825856876412933,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,40,1.834615292717653,0.5508082864972266,1.548618682421029,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,41,1.9617248972939432,1.4914193603617043,1.93842146978828,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,42,1.9405399631978986,1.203304256655462,1.5337892285537933,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,43,2.2477215075905668,0.7563021472288626,1.0062843695622297,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,44,2.0189242193532677,0.9151891529492197,1.980791337980369,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,45,2.8620845963759267,1.792245424525564,2.4023715264917103,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,46,2.8684400766047355,1.9574879104747296,2.8154777413646244,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,47,2.8811510370623763,2.1481523173391532,2.364238645118835,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,48,2.9934311877714075,2.2710249350962064,2.4235564605877546,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,49,2.968009266856149,2.218062599856095,2.4023715264917103,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,50,2.690486630197953,1.8091933718023947,1.9913838050283912,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,51,2.5676140124408757,1.936302976378685,2.4023715264917103,3.139607233034147,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,52,3.4489072708364104,2.232892053723331,3.1311332593957197,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,53,3.1544366869013594,2.637524294957818,2.7837003402205576,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,54,2.819714728183838,2.379068098986047,2.5993914135849425,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,55,2.6396427883674365,1.2753330325820225,1.5295522417345797,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,56,2.173574238254411,1.1842378159690126,2.0337536732205037,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,57,2.4638078353702486,1.868511187271338,2.069768061183784,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,58,2.171455744844793,1.2499111116667645,1.4363385317119746,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,59,1.8833406411385505,1.3007549534972807,1.3325323546413472,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,60,1.885459134548169,1.3346508480509423,1.7880084377063503,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,61,1.885459134548169,1.5337892285537933,1.7371645958758342,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,62,2.4044900199013055,1.6524248594916564,2.218062599856095,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,63,3.2624798507912,2.152389304158367,3.2455319035143693,3.4489072708364104,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,64,3.6077942765567674,2.8303071952318604,3.1798586078166173,3.6077942765567674,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,65,3.436196310378793,3.020971602096284,3.2476503969239645,3.6077942765567674,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,66,4.086573787127433,3.349338080584997,4.054796385983367,4.086573787127433,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,67,4.133180642138736,3.7687997756867193,4.003952544152851,4.133180642138736,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,68,4.412821772206551,3.917094314359054,4.006071037562446,4.412821772206551,-2.5739694926696846,0
AUD_USD_2010-02-18 20:00:00,AUD_USD,69,4.459428627217854,3.8238806043364493,4.160721056463589,4.459428627217854,-2.5739694926696846,0
